Cutoff,downstream_distance,time,radius,cutlen,,,,,,,,,,,,,
379,374171.8951,1405.5,411.6827442,4613.762726,,,,,,,,,,,,,
380,177465.4903,1411,441.1155519,5461.287224,,,,,,,,,,,,,
381,42207.98488,1416.5,332.4037544,9418.684206,,,,,,,,,,,,,
382,221930.52,1420,272.1189053,3060.795648,,,,,,,,,,,,,
383,65581.67579,1424,343.521541,3710.787588,,,,,,,,,,,,,
384,194855.7745,1424.5,297.5006105,3512.278975,,,,,,,,,,,,,
385,228318.3294,1430.5,479.7337778,6561.504775,,,,,,,,,,,,,
386,299046.3757,1440,351.1818028,3760.281976,,,,,,,,,,,,,
387,139222.9358,1456.5,363.9058006,7916.023165,,,,,,,,,,,,,
388,158927.4583,1467.5,382.7918508,4110.427128,,,,,,,,,,,,,
389,254919.8328,1469,282.3586656,3312.322082,,,,,,,,,,,,,
390,395327.934,1470,646.8373379,8810.58414,,,,,,,,,,,,,
391,400853.2169,1470.5,357.1667945,4223.375521,,,,,,,,,,,,,
392,209959.267,1471,323.2163492,3712.050154,,,,,,,,,,,,,
393,41693.73969,1472,370.7395501,4211.118506,,,,,,,,,,,,,
394,355026.7934,1478.5,302.3941487,3461.03383,,,,,,,,,,,,,
395,27462.66671,1479,405.3904886,4962.080671,,,,,,,,,,,,,
396,191149.0718,1482,359.677536,3960.419444,,,,,,,,,,,,,
397,114438.6176,1490,414.0554874,4460.064851,,,,,,,,,,,,,
398,61680.76941,1496,357.0246011,4111.513825,,,,,,,,,,,,,
399,267722.7402,1497.5,418.075819,7011.089848,,,,,,,,,,,,,
400,217000.2806,1498.5,251.2983918,2760.220427,,,,,,,,,,,,,
401,28159.16506,1503.5,251.2004129,2661.06971,,,,,,,,,,,,,
402,47908.77176,1504.5,514.2217554,6712.190728,,,,,,,,,,,,,
403,362080.831,1508.5,427.725387,4460.3231,,,,,,,,,,,,,
404,380988.0383,1509.5,509.4123575,5862.094484,,,,,,,,,,,,,
405,296058.2617,1512,511.5324009,5860.699025,,,,,,,,,,,,,
406,407333.3811,1524,366.3748974,6115.999962,,,,,,,,,,,,,
407,436513.0271,1528.5,318.5564972,3410.618708,,,,,,,,,,,,,
408,326437.3792,1535.5,474.3619081,5511.689426,,,,,,,,,,,,,
409,436525.612,1536,431.3828116,5619.889536,,,,,,,,,,,,,
410,336231.7292,1537,560.7023949,6812.110447,,,,,,,,,,,,,
411,314345.5592,1541,582.2239998,7060.910098,,,,,,,,,,,,,
412,282064.7676,1549,384.7093607,4311.777985,,,,,,,,,,,,,
413,240497.7933,1549.5,314.2655726,3411.49712,,,,,,,,,,,,,
414,67624.75695,1559.5,396.2780222,4363.409329,,,,,,,,,,,,,
415,371201.962,1564,810.9793323,13163.41273,,,,,,,,,,,,,
416,31950.74111,1565,423.1299752,7264.508054,,,,,,,,,,,,,
417,351421.5381,1566,404.9983995,6366.170426,,,,,,,,,,,,,
418,194333.4944,1567,511.7342751,5860.472532,,,,,,,,,,,,,
419,208536.8249,1568.5,641.1930798,8463.674095,,,,,,,,,,,,,
420,353111.563,1569.5,306.2915962,3327.369391,,,,,,,,,,,,,
421,116628.4761,1578,462.8774668,5511.310075,,,,,,,,,,,,,
422,156773.7973,1580,294.152912,8770.057131,,,,,,,,,,,,,
423,39323.14029,1584.5,403.9746468,4460.477323,,,,,,,,,,,,,
424,71301.32828,1589,437.3059371,4961.029595,,,,,,,,,,,,,
425,385064.0653,1589.5,343.0520472,3661.114156,,,,,,,,,,,,,
426,71054.53632,1592,189.2770296,6125.854094,,,,,,,,,,,,,
427,205587.5997,1597,401.3446085,4562.428208,,,,,,,,,,,,,
428,264064.6222,1599,464.9803523,5561.312168,,,,,,,,,,,,,
429,80483.32371,1600.5,733.6896505,12415.50092,,,,,,,,,,,,,
430,368899.3083,1609,374.4822292,10218.64576,,,,,,,,,,,,,
431,407947.139,1610.5,347.1988353,3461.915223,,,,,,,,,,,,,
432,304421.1285,1614,390.0410255,4311.300255,,,,,,,,,,,,,
433,278136.1386,1616,476.9827187,5560.481497,,,,,,,,,,,,,
434,110750.2076,1617,461.5997869,4910.818683,,,,,,,,,,,,,
435,360987.2339,1624,395.4910975,4114.162585,,,,,,,,,,,,,
436,55219.77208,1624.5,334.0603938,3761.869128,,,,,,,,,,,,,
437,314881.9907,1628,315.9293673,3662.153295,,,,,,,,,,,,,
438,405743.2709,1636,349.9675077,4314.827611,,,,,,,,,,,,,
439,379110.1977,1640.5,448.9524377,8113.245219,,,,,,,,,,,,,
440,48263.77006,1641,233.4717659,11268.53043,,,,,,,,,,,,,
441,58926.3562,1645.5,286.7122708,16093.012,,,,,,,,,,,,,
442,250934.154,1646,284.8587485,3211.574952,,,,,,,,,,,,,
443,192917.639,1648,338.4715706,3760.970442,,,,,,,,,,,,,
444,309259.1291,1649,343.3767347,4012.751009,,,,,,,,,,,,,
445,236350.8802,1658,453.4395647,5160.951872,,,,,,,,,,,,,
446,170676.9235,1659,686.4940726,7961.900411,,,,,,,,,,,,,
447,39339.20505,1664.5,360.7304671,4264.403757,,,,,,,,,,,,,
448,115776.2027,1667,456.4829948,18427.48275,,,,,,,,,,,,,
449,252155.8754,1670,376.7501271,5164.593353,,,,,,,,,,,,,
450,166823.9959,1670.5,767.4069672,9916.691762,,,,,,,,,,,,,
451,337475.2924,1672.5,282.6301818,6361.586633,,,,,,,,,,,,,
452,381279.5437,1673.5,245.7992262,3013.186582,,,,,,,,,,,,,
453,105253.5498,1677.5,386.6818797,4320.08764,,,,,,,,,,,,,
454,124509.9997,1678.5,292.939696,3316.872923,,,,,,,,,,,,,
455,174091.0219,1679.5,342.1240855,3468.280382,,,,,,,,,,,,,
456,363971.2154,1685.5,556.9288525,8061.126559,,,,,,,,,,,,,
457,41392.69445,1693.5,227.8178922,2359.473006,,,,,,,,,,,,,
458,362174.3834,1694,631.6375121,7818.488066,,,,,,,,,,,,,
459,106823.5111,1700.5,380.5983396,3912.862509,,,,,,,,,,,,,
460,274305.2047,1703,454.9731332,5711.707934,,,,,,,,,,,,,
461,370856.6807,1704,258.9165886,2611.899586,,,,,,,,,,,,,
462,308330.9921,1706,360.9841283,4211.504679,,,,,,,,,,,,,
463,349451.8296,1709,309.7298867,3109.882845,,,,,,,,,,,,,
464,160201.6795,1714,539.3639906,6560.421541,,,,,,,,,,,,,
465,76667.84851,1717,393.6261654,4661.201284,,,,,,,,,,,,,
466,160289.3122,1719,342.3952058,3723.960864,,,,,,,,,,,,,
467,349398.8473,1720,204.1721514,4812.604931,,,,,,,,,,,,,
468,204676.9993,1721,428.7356609,5111.884668,,,,,,,,,,,,,
469,51411.4646,1723.5,432.3501776,4860.385497,,,,,,,,,,,,,
470,97767.68931,1728,516.2697446,6110.319058,,,,,,,,,,,,,
471,5197.195755,1732,743.9713211,14467.58991,,,,,,,,,,,,,
472,54216.41153,1735,329.562887,3513.562176,,,,,,,,,,,,,
473,204580.6626,1738.5,367.431658,4467.787104,,,,,,,,,,,,,
474,93451.23932,1739,520.645207,10922.98501,,,,,,,,,,,,,
475,143695.0903,1749.5,556.4294349,6410.787552,,,,,,,,,,,,,
476,227148.1067,1750.5,391.6734603,4161.015189,,,,,,,,,,,,,
477,219015.6476,1760.5,328.4078575,3661.736771,,,,,,,,,,,,,
478,238668.1082,1764,250.9002617,2760.717384,,,,,,,,,,,,,
479,269664.7351,1765.5,415.4069471,4660.58877,,,,,,,,,,,,,
480,243540.9834,1766.5,551.8259432,7613.834234,,,,,,,,,,,,,
481,330095.3524,1769.5,468.8888511,5361.371455,,,,,,,,,,,,,
482,108453.4988,1778.5,236.7671555,2358.869674,,,,,,,,,,,,,
483,266523.1144,1780.5,373.5154449,4064.496434,,,,,,,,,,,,,
484,222607.7423,1788,295.8318907,5263.557056,,,,,,,,,,,,,
485,350605.3168,1788.5,367.7150023,4261.816999,,,,,,,,,,,,,
486,129196.8397,1794.5,317.6080663,3461.229649,,,,,,,,,,,,,
487,329462.7818,1801.5,644.0706606,7260.657642,,,,,,,,,,,,,
488,110249.2862,1802.5,305.4863628,3311.266606,,,,,,,,,,,,,
489,249898.0833,1811.5,399.6833561,8063.892552,,,,,,,,,,,,,
490,318255.7563,1813,346.1167651,4061.643071,,,,,,,,,,,,,
491,37196.40739,1820,340.1836857,3861.111114,,,,,,,,,,,,,
492,5503.045597,1824.5,405.3792276,4561.03211,,,,,,,,,,,,,
493,75206.01871,1825,357.4951172,4262.595859,,,,,,,,,,,,,
494,217974.8836,1825.5,335.2696344,3962.374706,,,,,,,,,,,,,
495,44574.26925,1826,325.564121,3861.892123,,,,,,,,,,,,,
496,65671.49974,1833,307.8506746,3461.096016,,,,,,,,,,,,,
497,398311.5303,1842,213.3782118,2409.18699,,,,,,,,,,,,,
498,370953.8299,1845,303.3892739,3311.688412,,,,,,,,,,,,,
499,169175.9656,1850,306.3837675,3511.275792,,,,,,,,,,,,,
