Cutoff,downstream_distance,time,radius,cutlen
0,152088.81268526628,4.0,427.473171347545,5058.060885799579
1,86512.8218725243,23.25,273.68749201540345,3257.413089158748
2,194303.68738279218,34.5,368.5387667196227,7558.850325368856
3,155870.6820184573,38.25,265.3978674201834,6960.393481700535
4,125237.78804330791,39.25,403.2915016807877,4308.056628866015
5,99822.00398822439,40.5,472.54117298837343,6359.728095473149
6,91825.95614470585,64.75,627.896930005849,8159.368289180858
7,51627.66082257027,65.0,456.3785986367511,5610.029018194673
8,34240.239917925835,66.5,451.59088022828524,5059.019690213999
9,139642.36225207185,68.5,592.3311266976758,7759.844934638716
10,69332.09014916631,78.5,543.6606524228911,6507.895348195414
11,99535.12899037586,79.75,418.63785725085353,4658.463325185209
12,169687.08973530133,82.5,408.53815526421073,5109.2297217683235
13,64027.8062589786,94.0,353.11307106790963,4107.678686840091
14,172241.55347179322,96.25,357.59318290182455,4258.293133477088
15,161919.61546074162,100.5,668.3276204798592,11011.77227798075
16,52167.3191946281,106.5,307.22223778883546,10368.63450096806
17,100828.93401921143,107.0,431.818304718935,5208.700311079674
18,108450.85164634715,109.25,355.6374666156772,3807.985036467336
19,14015.942687758969,118.25,876.077927905842,13161.823818192543
20,115712.3671143096,138.0,343.2313167191917,3857.3991857831734
21,103765.8250680062,140.25,254.13962904775957,2455.839027822997
22,7406.281184617666,147.75,507.46317236499874,6611.110290743653
23,149985.0948176236,149.25,430.19125288969997,4758.368565068307
24,91778.59404874672,153.5,406.9702669813414,5109.3898676635845
25,170661.45547592884,160.5,332.19191100728807,3607.979234181257
26,167562.30087915572,161.5,308.01895378833757,3257.245505276826
27,78110.98767614228,163.5,367.7991642071705,10267.424014228605
28,132296.57261606175,164.25,357.836136845202,4208.861556696228
29,110145.85247930144,164.75,348.51843243848026,6759.425860578577
30,27784.606381780093,167.0,356.93674541226335,4107.975782352438
31,48057.55342044052,168.0,346.777677981876,3757.503136208528
32,125924.54235794893,171.75,386.0664001700396,4057.98798884431
33,153017.14853761828,174.5,541.1798815334112,7511.45348234218
34,32693.23675049492,178.25,512.8815554862786,7912.295052079101
35,97978.19579273026,181.25,284.7054980832018,3257.608333502039
36,107704.68414011331,186.75,836.5112039185246,8861.157963325213
37,162086.55432257356,204.75,558.5528818686543,6909.093501163956
38,61535.232793577394,212.25,445.95503087784283,5558.585626840924
39,10760.585738875812,212.75,436.59913819786175,5207.922443218682
40,178843.14016396995,229.75,297.50446551256124,3608.7101940293983
41,44109.108147974555,236.75,417.87913483842283,4908.40479550624
42,155680.94210549546,237.5,501.41987419378603,5758.238499455153
43,101793.66175510446,239.0,356.7427206990678,3807.4194041311684
44,135467.28604177374,245.5,312.04049402151935,3608.6650065883005
45,101138.77381733496,252.25,525.2803654823819,6208.004602798949
46,136680.65932946868,252.5,317.39026310229457,3708.6469841836624
47,115907.92924427555,253.5,344.79133348268823,4609.924545838615
48,34303.349440197504,254.75,380.1232871343558,4058.3030557699076
49,139399.6623849875,257.0,384.0782800990015,4558.98173065271
50,93003.69049599308,261.25,459.56201846502273,6209.640263636294
51,119186.43732355656,270.25,258.3996093908258,2907.6070637134562
52,164481.8665043126,273.25,381.2388448329746,4108.324219114037
53,157269.94773430828,277.25,410.5612714981074,4658.078053390408
54,72807.76661396987,289.0,381.742004323659,4257.538066443346
55,147817.04060281927,295.75,223.72385320862986,2255.1076977168577
56,68010.80272395781,302.0,380.53377280633316,4860.579968879093
57,64403.53402734675,304.75,184.51331349454256,8357.530716093095
58,12366.365131866229,308.25,382.4629306555201,4408.688919376055
59,53171.01205458779,309.25,339.29676211001606,3657.6523245097037
60,81807.79799240362,311.25,440.52089359601905,5008.552844838372
61,175588.53043449213,313.0,328.29468103818084,6509.55377948742
