Cutoff,downstream_distance,time,radius,cutlen,cllen
0,105243.21491504257,10.5,263.15067047826733,2961.2813492879523,151499.79511694086
1,59257.293944053636,12.75,567.9773182299951,8013.663096103432,146469.6362237037
2,79499.43785198769,13.5,632.0983332200032,7912.485648130805,139998.76106331885
3,64461.04823191361,18.5,347.0648540108055,3768.4616418499827,143884.59081530676
4,118907.44257633192,22.5,299.5134385383605,3160.943710399779,146924.37350146496
5,12355.387014683063,27.25,370.561420147791,6013.683686898005,138214.5506403527
6,71928.47203925163,38.75,385.20029148129413,5813.405721473297,148908.31358388832
7,31410.297449617356,44.0,425.6371006545812,11723.145313855215,145076.3883407353
8,88743.68015450658,44.5,267.8925327973203,2810.4427557979648,143517.2839203573
9,53549.425378010186,51.5,427.1454322636055,4611.883061926061,143888.34879946825
10,137940.522939415,62.0,769.1336901355548,11063.825226796193,149428.50165887948
11,124680.43672260214,62.5,260.1100766229457,2916.5295186363733,147800.11710860283
12,61482.59481458239,66.5,248.99639029435798,6265.370098136185,148549.0221753718
13,151901.16031217107,71.0,358.6308555741751,3615.3781521307405,152474.01795055965
14,88003.20410419391,73.75,472.3401038153282,5814.724013778181,151147.28038016052
15,19512.539392514216,77.5,336.39001927250666,3662.1988781255536,153720.82463985347
16,40781.795244023626,84.0,360.21302898706995,3811.4461200980068,160118.5582031182
17,84219.95111362946,93.0,420.44427024430644,4714.495417399674,168771.76261015856
18,140789.89582756694,94.5,319.4834909621478,6867.508363859775,164507.7016208781
19,105442.7116256523,95.0,330.13163352167845,3611.227005813562,162098.04423587915
20,25097.855619392674,97.25,349.9226979514614,7466.139697688391,158677.78650564846
21,88869.3530090899,97.5,354.67741457165454,3715.403958512167,155840.33841320418
22,148662.93919855912,102.75,423.3131298016532,4562.523807148178,160597.06617379942
23,22738.905460520007,104.5,190.09039373899375,6834.594328978985,157139.84185447116
24,112700.35381744296,116.75,322.7095147742902,5460.876507364155,170467.58137458816
25,54468.217960517584,117.5,526.0789232821911,6611.070949650399,165468.30997983442
26,41084.14786592672,118.0,275.7447207867054,3061.406886046582,163644.62259135715
27,73288.812816093,121.5,492.4624122082908,6762.494480638857,162769.28393057868
28,68254.84840210257,126.5,370.17516448653527,4122.307418953901,167150.2903557886
29,117914.24047061449,139.75,314.7057832162571,3360.4508799372666,183637.1695340869
30,103459.5930565177,142.0,379.2460208120948,4160.469299277085,183185.66475336906
31,7209.719706144831,142.5,677.3105878122332,9862.322449740905,174504.47840821338
32,18609.61256254327,144.25,352.2094918015392,4113.6621984667145,173648.17406984858
33,81860.4778850757,147.25,416.44760424826876,4860.326443216841,173997.7554891603
34,161162.64324102458,148.75,328.64950900140957,3861.4400869700435,173090.50058302525
35,37499.20392117324,149.5,284.6918737559573,2960.2730989786296,171843.97837426636
36,128433.66104951246,159.25,1114.6480408705002,11560.85865216145,175578.98104090727
37,71388.44216187522,160.25,363.7037191360635,3810.9676074796284,173877.47730465038
38,137991.1105220732,162.25,322.4028361617081,10323.61112859824,167309.3851726288
39,93098.79995168174,165.0,450.3047344553825,5362.286842415582,167022.55225409297
40,115828.77461816507,168.0,352.4285489314327,3815.261524140229,168694.2178440702
41,81923.34592643823,169.0,424.32584231046957,4764.464962673985,166062.52360687297
42,25797.621205572355,176.25,280.74087508424697,3261.636640776499,175225.35235529375
43,8211.123174390192,176.75,414.46433970294606,4210.8514430683335,172249.34745300192
44,176300.4013414196,190.75,336.383351221492,3610.496304198193,189632.58576185038
45,11117.6658501102,205.25,267.8826704646189,2960.0872891196896,207611.03629980193
46,85816.3643538047,205.5,282.7008410565854,9926.222653031284,198493.3345521105
47,89719.33550944092,205.75,303.561760995281,3583.9271389065634,195744.3360863399
48,78737.06033029404,218.5,447.2675351745207,5817.710167544324,209572.41592033632
49,101577.1560498843,220.25,293.3210157083932,11123.552364373998,201601.84873549175
50,96269.9888226672,221.25,245.30586107899097,2630.7686326995063,201105.5622339299
51,73120.20185037612,222.25,213.57141507833154,10593.717580490671,188181.62324350193
52,12673.696537142352,223.75,254.35555131191123,2510.389535001292,185022.993815299
53,101428.38651337764,232.0,501.85975863825524,6166.616177377526,193027.48129289423
54,27691.440564886165,236.5,314.8711926974927,3761.5392817870497,196955.28714620578
55,50793.58579814565,238.75,228.3672403797343,13379.82852993463,187550.68095539047
56,95864.92369878705,244.0,300.1703513155967,3218.6091021660363,192925.48788337433
57,80150.22526042057,250.0,453.13731792709495,5161.15593562396,196970.459561739
58,65270.56029562381,251.75,403.9517970224957,4512.0350159508525,195554.921898459
59,102354.7284077865,253.25,696.8784290283186,10111.305390414,188199.19051465899
60,142230.10674561415,256.0,566.1713276898032,6610.530829572436,186919.24874662235
61,17275.191988136638,262.5,307.0290538969676,11718.13758145543,186237.46602275313
62,109671.59017766727,265.5,357.54069010055355,4264.510245164477,187719.22000146704
63,78639.40844650046,267.25,376.63781331439196,3968.1618365333225,187346.2106375322
64,87227.45565598347,270.25,409.2657345604938,4862.68733536683,188164.26909163772
65,123119.62493938596,273.5,656.2427218579037,8310.084506587838,185788.19130530252
66,32814.31814149868,283.75,558.404755152904,11463.263283211136,191173.51790985026
67,116592.69192126697,288.75,349.94212497766654,3813.8462679845975,196237.64191603567
68,175111.1498136382,289.75,469.3055845947733,5410.372112642011,192949.19434693526
69,80222.82510008539,293.0,259.388983705908,8717.159309605358,190268.64548584595
70,50629.36989211164,293.25,351.81269673859106,4212.19758924815,186941.18777460756
71,101091.93740828848,294.5,525.2924411509698,5210.979202712708,184378.8648937019
72,30867.384253911445,296.0,509.17960296081475,5767.337321130642,181705.9981508125
73,15724.836549374057,299.5,327.10045992321477,10377.078593726792,178379.88857147872
74,21371.098404416567,300.25,242.15876262146836,4982.743336273931,175197.22474154754
75,72436.46438137472,304.0,341.59036806285246,3664.4225261818196,177957.54741394214
76,162768.95426641117,308.0,273.400648408481,15376.419697490943,169240.4297266522
77,148750.2549559418,309.25,758.4243224509735,11769.939455426551,159909.10017471676
78,139371.374640785,315.5,425.05319115867894,5220.152563350207,165999.33344604445
79,85735.92732423458,318.75,369.0430769610511,10315.69020293064,161834.13996394648
80,54156.89913954458,322.0,461.30240195953513,5511.8508122232515,162998.75463890092
