Cutoff,downstream_distance,time,radius,cutlen,,,
0,251572.4698,1.5,669.2295769,7759.575157,,387.2206381,5864.829503
1,77115.98376,3,283.3259731,2960.228348,,,
2,260362.2281,10.5,241.3505288,12475.84477,,,
3,87435.9395,11,348.4772081,4513.680265,,,
4,93507.52605,12,592.5056144,16516.91792,,,
5,145913.2418,14,307.7710323,3461.169751,,,
6,126692.3223,16,384.4384349,4160.302709,,,
7,400150.5454,17,323.1107393,4012.643814,,,
8,253790.5455,20,514.5877769,6264.460429,,,
9,379145.4974,25,280.9117912,10371.7417,,,
10,279711.3935,38,254.2410232,2609.481421,,,
11,33842.85417,40,295.4219027,3411.467896,,,
12,24520.08387,52.5,398.8988977,4861.649324,,,
13,199780.5257,64.5,275.0672614,7214.570201,,,
14,314615.0247,70.5,234.6969683,2559.510128,,,
15,125904.1585,71,325.9488744,3761.389585,,,
16,376892.8939,72.5,356.2725985,4211.312803,,,
17,180409.8276,77.5,376.8733316,4311.60439,,,
18,100456.8368,80,254.7253022,2960.560126,,,
19,323910.5048,80.5,608.6790215,10816.51783,,,
20,429732.9109,92.5,298.3865645,3410.774472,,,
21,229511.0594,97.5,312.4735984,9467.449719,,,
22,408120.4609,101,463.4267682,5863.394091,,,
23,334548.1296,101.5,236.4226419,9970.673689,,,
24,467646.8072,106.5,454.389649,5210.763897,,,
25,73113.12362,108,414.7794687,4911.216818,,,
26,26876.62589,109.5,316.246052,3460.116261,,,
27,450049.6263,115,384.4167262,4812.743623,,,
28,447561.0624,116.5,159.428261,10653.46996,,,
29,405624.9681,119.5,398.2906116,4963.052396,,,
30,136616.9584,121,270.5966048,2759.285053,,,
31,34045.49559,124,305.6204926,3410.73272,,,
32,403618.7685,125,423.5682506,4720.69332,,,
33,160368.77,129.5,576.9978139,7912.605379,,,
34,244934.7646,135.5,501.0728739,6362.983958,,,
35,318525.1174,138,287.8076768,3210.867431,,,
36,308733.9409,144,378.978219,4611.081791,,,
37,340396.8903,148,517.1095188,6110.109455,,,
38,321138.9142,149,195.5433067,9114.066847,,,
39,162012.476,152,445.1063104,5110.64084,,,
40,202002.1723,155.5,315.4067098,3360.206282,,,
41,405496.6238,157,229.0206803,5310.451886,,,
42,397785.601,163.5,340.750315,3761.401507,,,
43,381992.5358,171,524.7260069,6510.939691,,,
44,308026.6941,172.5,395.5115509,4810.859685,,,
45,386787.8301,175,281.0279558,3167.690945,,,
46,179692.984,176,280.9448333,2959.818633,,,
47,108173.4221,178,428.6906778,4760.134157,,,
48,300340.0899,179,489.0706565,6011.473443,,,
49,280240.927,182,419.0690841,5412.143862,,,
50,111203.4543,182.5,366.5158998,4467.611766,,,
51,130518.6345,191.5,462.9101145,5411.142134,,,
52,349288.3116,193.5,259.5417792,6860.520006,,,
53,49927.88024,197.5,530.3576617,7161.857751,,,
54,61328.48969,201,334.4649136,22440.49586,,,
55,251735.8818,202.5,258.8419223,12267.33629,,,
56,306503.0134,211,439.3606615,6564.102376,,,
57,263100.8325,215,208.8608645,8667.26995,,,
