Cutoff,downstream_distance,time,radius,cutlen
0,181197.11706022048,3.6,388.51393412628636,4308.256543022025
1,127071.3749238542,5.6,449.0661473278997,5058.994334059791
2,50016.4482952713,9.2,435.86783948464927,5008.772868480304
3,170201.8275492208,13.8,434.51514634741307,5309.006848153417
4,122296.63273546602,14.2,314.6260795042873,3663.1389825686856
5,80930.23747132067,18.8,278.8195119431714,3108.726103531209
6,66650.64835976312,20.2,249.44520499635007,2607.2583882661825
7,130066.09514602732,21.8,314.33808055539004,8262.288795419201
8,193083.433216696,31.2,265.610058678129,3058.5864095800753
9,135235.32497817453,35.4,253.69394269438368,2759.0217235521613
10,12265.766555595521,43.6,438.37517236830865,5960.762491025596
11,34410.77641212211,47.4,519.5970128271822,5959.027329155045
12,147076.74903190564,51.8,333.55290229496427,11470.481873667419
13,162931.37297689175,59.2,402.31441297053476,4858.407204290393
14,94299.56921129645,60.2,441.0057434419501,4509.836566409044
15,157628.8886523426,68.4,314.91387212901725,3310.76578737506
16,141336.36165865266,70.0,427.48997506632605,5411.179801664322
17,14970.22427922948,70.8,300.707591708718,3157.66594260311
18,184420.8917045141,71.0,375.18165014270886,4560.105508999547
19,131325.20983094026,73.0,219.59794599197025,11571.840863844374
20,59740.53159681976,73.2,399.3253888762636,4759.679602668182
21,61890.13440899546,77.0,335.54360236949395,8814.18607870596
22,150708.16518295868,81.4,312.31876995812894,3358.3710461520927
23,187700.34003101,84.2,512.011216434012,6008.461883957575
24,74747.21493848959,91.2,439.76899887039394,7762.930120845321
25,194979.94873831925,92.6,392.19364072298964,6560.209481592981
26,108706.19558591204,103.6,790.1848721757282,12311.544253964437
27,87989.17888287875,104.2,634.8632083327076,7360.797274668639
28,46461.95783379345,105.0,379.4001498798917,4559.1545699067965
29,151444.3214454695,105.6,474.9544199159693,13269.97964487566
30,98928.62977465561,110.8,332.92304666771264,3712.385890553014
31,173199.21057232123,113.6,346.81352026225966,4009.0357858008833
32,98576.08671225516,118.2,483.85083431106744,5314.4242126996005
33,105412.82101255641,120.8,305.68821913667074,3260.7140640736598
34,81058.32768023672,126.0,294.14617508282237,3259.1743506017233
35,12512.387728546055,128.4,430.1561592688093,5760.510069257922
36,101794.33093132282,129.0,295.85217563680885,2813.152225349836
37,47681.95620095836,129.4,302.48403286171737,3258.253428996567
38,18343.802241848924,130.6,348.33308872048946,3760.10811566348
39,5654.483259681292,130.8,203.50970822959536,9578.736651058745
40,120058.0977777881,133.4,525.3547918305522,6059.046003195979
41,128542.19340273214,133.8,443.98875780472076,5059.113469890218
42,27324.5570903752,134.0,205.4073431929161,19582.6796671362
43,52456.35705620537,135.2,302.4396112618839,3460.60037999863
44,162311.2619878768,137.2,332.072696485272,3508.2846317824237
45,72341.4617016024,148.2,498.40282435880346,5410.008283984481
46,14733.039665850536,150.8,376.815901778404,4816.478322500352
47,10819.5656286712,153.6,181.87945785703027,6778.070094024821
48,46787.545379231575,159.2,281.26265790598484,3109.110401500139
49,107982.54481069959,161.0,433.0734742183614,5711.0049620206855
50,140926.4577478018,167.0,437.1958861492677,4858.450531570272
51,126233.27869122752,176.8,293.2210812495223,6859.74457915035
52,131966.5420472624,179.4,676.3106876468033,8461.05246086398
53,13921.280338805302,182.0,303.84417705355924,3309.5157532344765
54,101554.54333838586,182.6,539.4220115742213,6760.955688904406
55,60535.528072063855,183.6,318.8805191728339,3709.591898860947
56,79566.76556105397,187.6,280.71554860099883,5810.21525380947
57,32602.999115167928,188.4,751.035291742562,12013.179489208484
58,170236.24018373416,192.8,263.715401862567,7215.032742463773
59,67771.86455547607,193.8,314.37544654452904,3608.8555004340747
60,114608.26161784196,205.0,336.34192926415375,3959.571676593341
61,51017.51489072677,209.4,282.60482484129454,3108.4656672779665
62,141536.02015295267,213.8,348.40113946176785,4059.5374837704476
63,179800.69005564795,215.6,660.3111169719392,8410.847803335215
64,164700.94167616294,218.2,444.3447994435137,13979.006855682628
65,114429.83778898766,219.2,576.0969688476007,6660.934248438992
66,118244.9707599501,220.2,203.431205645118,1962.4407112466768
67,63148.18514157786,223.6,269.3987763629199,3008.707541697853
68,123549.25425319602,226.6,350.73697427256093,3859.0456828036044
69,6298.798901891058,227.4,484.5621614656567,6211.415167658577
70,70820.74102032337,234.4,275.6764859003204,18484.455682706026
71,140938.89475158212,239.2,749.7987035564416,9562.611847738448
72,97054.61009932704,248.8,417.82739537286716,5209.832317339948
73,140587.5025766403,250.2,358.7153206150921,3912.9875880878335
74,17470.361399980506,252.4,393.5444619796945,4209.288523268837
75,58192.00262284228,253.4,294.685144139762,3259.912169561953
76,77334.17731724051,256.8,370.04939144476583,3959.618817005263
77,122145.1623565062,262.6,311.0272089020427,3312.668395233272
78,42003.578126949295,264.0,497.53536745306485,5608.835691555507
79,94296.40684031155,267.4,294.5217480388173,3209.915977485276
80,22531.025709104215,270.6,455.6673582627961,13167.233197096435
81,107254.47202451708,273.4,371.9846976409685,4059.1033115669275
82,8748.829830027127,290.0,450.0655802304908,5911.17309613309
83,105873.74086382487,292.8,526.2876375540656,5810.777285841002
84,141555.22423294236,297.2,327.10688148606124,3709.777249751953
85,128004.20519654716,300.8,236.28986553804037,2708.1392776839584
86,8799.867136436847,304.2,258.8796755382661,2810.7400652368788
87,170341.75945766005,305.4,598.8275028449384,6409.771367471122
88,75409.11237406723,320.4,492.218564394147,5409.036073982592
89,40107.46203908357,320.8,384.4797975173212,4609.923339614779
90,132172.0170666857,322.2,321.95655098160717,3608.7775811759366
91,27833.683846212123,324.8,338.1080470645259,3859.457366786648
92,103923.86043473471,326.2,356.17274421438816,4159.13648660535
93,14808.666323050955,328.8,561.9027171140681,6959.1420384406
94,151334.5943184212,332.0,282.92043652072493,2908.1431904666197
95,156689.0411050663,333.0,491.0344258297338,6559.918924423993
96,76306.33431029835,333.4,602.2811395458397,7013.880023394621
97,160152.69774340407,335.8,447.4365010194658,6316.360631139376
98,26443.27740744829,346.8,270.0893918629496,2859.259245267943
99,121098.24823218171,347.2,339.62217499415794,3909.6666967946535
100,90806.40986298201,351.6,489.08445620566215,6209.4055889763185
101,59787.976270762134,354.6,407.0847803405295,4859.43950937697
102,61321.724232332264,354.8,324.00743550588845,3922.700807173929
103,52037.047389429295,355.4,171.86471660709614,12740.766817484962
104,39368.939349566586,357.2,354.74507020436243,3914.1558388132175
105,61996.87396003941,359.4,365.2832247176153,4623.324769987393
106,104004.11278926788,361.6,332.1990270975233,7013.0968477551005
107,113163.33086470515,362.6,330.88381409603323,4262.24509608559
108,118863.47223017464,364.0,421.36077281283167,15624.178592311806
109,79251.14209765784,370.6,315.47692682481005,3008.182301913737
110,130898.0522326359,380.4,253.74798486784164,2658.999947287365
111,162499.15244787486,384.2,471.4005984995029,4709.485824175418
112,77191.99137204739,384.4,320.76605086997245,3361.991478676663
113,24580.30620746746,387.0,398.44785071766694,4860.192732979321
114,79305.4654219456,387.6,351.03211399294486,3914.3242641744196
115,144626.25007086803,393.0,395.5862094117759,4560.22830377581
116,34758.978358385175,395.4,335.25693474920257,3608.6663615069756
117,26793.427948578566,399.2,258.11684898890275,2659.722256494812
118,103333.14295623815,399.6,466.90845866499757,5459.854859262762
119,148040.61370044274,400.0,384.30891760002703,4863.513539528111
120,89000.1059030237,404.6,323.61939910998035,3308.0443807762317
121,123722.94140531741,405.8,246.80323452422627,2808.631984742292
122,142358.4150435655,410.0,367.0814014529951,3962.89023696171
123,17425.92524282703,417.6,402.9208263596527,5310.91252882815
124,143094.29550025766,419.4,278.9415927252958,3165.074631381566
125,75739.02261568466,420.6,541.7737781866524,7261.67505289041
126,153098.38959844116,424.4,294.78161698405864,3409.3609014047756
127,28160.173662993053,425.8,261.672066939403,2708.1356499718713
128,96864.05761414385,431.4,220.2970239341771,2105.616739226076
129,15472.806029280004,443.4,287.2462216872095,9370.063528425571
130,45636.352789372715,444.0,447.7529369031481,5309.615403482973
131,111149.03779811972,445.2,393.11362305420096,4158.393981891367
132,5859.702821165792,445.4,526.4424719136586,6466.73024281053
133,145589.18970850707,446.2,297.9595521274748,3459.31332338887
134,106121.56915021103,447.4,192.0626058079431,4663.421775541455
135,84062.40485122807,455.8,477.99157871596924,5860.016108643202
136,32765.667316607243,459.0,316.87061284674473,12269.235349178973
137,165666.79576451983,459.8,429.5479665910713,5010.047436131193
138,154535.3447500623,463.8,275.93786138539474,3008.573477425579
139,91199.15374615451,467.6,278.1868542096069,2858.059816919327
140,25147.419775283797,469.2,326.5534173777809,3763.6009623907894
141,145789.68544236524,471.4,439.75301975342353,5661.74377305569
142,40815.02569407217,471.6,613.2626365643102,8465.042509843337
143,79095.8376740388,473.8,458.1893320319103,5311.031164296226
144,28055.048406154798,481.8,214.72747109875615,2208.3419906321897
145,185089.83480658,486.6,414.7156793983628,5311.057322733237
146,154130.58707609103,487.0,325.7467386362269,3612.554651174991
147,124205.81007074453,488.4,468.5555560103251,6111.1543737648535
148,7244.763845059801,495.6,424.3052888710747,4508.708390143856
149,85655.0088541266,496.0,424.85564014951234,4709.606015703449
150,139362.09038625602,502.6,408.13709294819387,12621.687921778432
151,38604.99654216208,503.6,362.2126291058005,4109.759522019003
152,43371.88140962004,504.6,457.73446068694375,5059.111607362171
153,155880.89170089096,506.8,298.62565255393804,3411.2668989999393
154,96677.54662666538,513.2,256.92663122468724,2808.738718832979
155,150868.8171068764,513.4,382.66788034101444,4162.937594176531
156,44413.05802912746,514.8,376.4650686995266,3913.3300834430306
157,17161.89168317952,521.2,447.0901922601296,5309.782981534914
158,78883.60882728014,525.2,603.2132255835548,8912.7120221187
159,47626.87234958794,528.8,421.26159561862477,4611.572755072361
160,162915.3352751115,529.0,439.3009527999758,5861.552645675139
161,52578.96724636881,530.6,601.7496885036124,11113.691564460558
162,10501.435814287734,533.6,318.043293959924,3660.2534030294746
163,30249.098992917825,540.4,306.34342904516814,3609.801136856281
164,122724.62906725772,540.6,458.8754264041116,6764.85404434109
165,80923.68893911736,542.2,222.17123337171182,2459.799065877546
166,18270.20616218596,553.8,308.2262689405314,3409.1547534708966
167,11756.442817182624,555.4,277.4881873033817,2909.1933024183836
168,21420.400671339812,556.0,273.88630667347303,9465.740252972482
169,138057.07412138328,563.6,439.32241830944525,4809.244351312256
170,140408.3198881895,564.4,568.7531597353749,6816.641361754497
171,143593.3830016175,565.0,416.3132074585953,4717.383433527662
172,103682.87497128258,571.4,405.3732259276844,14471.560431364269
173,80341.87047483285,574.4,585.3628800171128,6510.202103364284
174,106784.06831326116,575.4,592.3825882613538,7968.009199679936
175,133075.75750847906,576.2,401.539475209264,4763.992360664307
176,142953.60949864826,576.6,239.63493789893465,2666.0899421301156
177,120477.89653364102,578.8,288.6623338691589,3310.3789900542292
178,152867.22988014406,579.2,400.80380436804114,5061.793808265929
179,168062.66416244424,590.4,257.8141664350289,6008.16034458763
180,50329.114194582,590.8,482.65749690164535,5109.685345199845
181,28138.45104440139,592.4,347.5027598140469,3859.2019333193675
182,87623.88384812322,593.8,329.0141630185856,3861.0729566333093
183,39059.75636657101,599.8,495.560507777578,6410.466011178986
184,149467.7324407023,603.2,264.51075274695216,2708.164224172813
185,73286.27511304466,605.8,580.4130015181652,7210.909422928749
186,136008.13474626516,607.2,309.5981285543402,8163.226927223455
187,121371.20676784322,614.0,376.77622679838277,4159.531508680387
188,136368.74738211525,617.4,301.59667448923636,3515.080420519142
189,33744.676613291405,619.4,272.6497255140152,2958.9254571020097
190,173485.3834353729,620.6,508.783098363379,6459.909753680218
191,96695.33806772437,623.4,366.4536113132837,9564.047685737414
192,53891.25407628561,626.0,305.4245098832404,9015.207622585249
193,16218.203080138108,628.6,406.1347729272987,4810.376318616671
194,183631.53306328354,643.2,285.99879567174685,3008.78761879148
195,90802.52324809309,646.0,315.4229357638229,9214.015214637066
