Cutoff,downstream_distance,time,radius,cutlen,cllen
0,116343.82086849322,11.0,512.2490947711184,6011.766822999193,198350.218525642
1,185169.5213750755,20.5,650.276564102078,8412.527222546205,197519.03829763262
2,194860.52143319158,22.5,307.0271315064474,3414.4401084906212,196170.96233190864
3,189938.93494724436,29.0,233.04616215050544,7531.761845642189,194271.3164083898
4,24888.427092061196,30.0,481.1089000136009,5962.400530896789,189522.5316993557
5,89716.19556537106,37.5,304.8916049600072,11273.480381191,184613.79994738539
6,70329.07049018852,47.0,676.4318541255374,8611.132428281944,183544.60528010153
7,122408.63699478019,49.5,354.6544990331243,3811.545504812965,182097.3475763929
8,122408.49776633254,51.5,175.6935300108498,3973.167337720253,180144.17407721892
9,181684.72849570043,57.0,251.8672760883687,2510.441000244584,182274.655445958
10,116906.61295976497,63.0,416.03477322735455,4163.429613902277,182758.19159261102
11,163550.71889085646,76.5,590.8258796379031,7610.547110390518,184904.58998127276
12,163073.88091516538,77.5,134.63385574947907,10681.856703359608,175405.6568984737
13,95364.61203069986,88.0,305.3152945094508,11574.29207750452,171697.37492941538
14,135626.2318046654,89.0,589.0247898091387,10315.612371311443,162512.6482102109
15,8259.389026281971,89.5,493.43595336982816,9267.543865934105,154061.33375721122
16,139104.0182014812,97.0,499.6482269734144,5715.4210591514175,154201.19741972745
17,117453.65532226501,104.0,242.6071558305662,8362.588159724251,151168.08114039246
18,22952.270647537163,104.5,440.20896648171066,6216.404829737534,145760.5303899079
19,54205.03856028768,108.0,371.75261006300303,4362.368055660749,144237.83493793907
20,64608.930581912704,166.0,317.95866101705366,3361.079407022784,179261.31781261804
21,166181.66308931258,174.5,373.7562928955892,4163.158217351302,181473.09247971157
22,122168.06055523655,178.5,483.9928206607769,5711.115805448408,179021.88369085884
23,147654.22273667445,182.0,414.02916335174524,4461.160222591338,177532.6758182654
24,11720.835808613512,190.0,311.17574625557717,3713.1075126230917,179886.6492886013
25,29554.97964318491,196.0,333.09457005478635,4063.1679889572983,180410.33526191633
26,5605.8873181494355,200.0,224.040294889098,8270.102355032324,175399.08866481113
27,120180.25932302378,203.5,483.3827547675045,5713.20817156103,172462.54758706724
28,171563.77867554023,231.5,232.7970228097815,2460.1266671853523,189256.369215593
29,137392.83420880671,237.5,462.9058241741298,5260.703838042083,188407.7061726712
30,54684.01688807725,244.5,611.0868422289448,7761.792689770116,186080.25312855988
31,25238.721737539523,246.5,258.8389913868391,2710.572381777815,185278.2162815696
32,57593.84355382669,265.0,388.267195071101,4213.661400965369,194581.23434171375
33,40861.107468089845,267.5,763.803411985364,13261.34394917906,183497.00592790486
34,69640.28987983403,277.0,539.4617265657569,7060.977952620331,184025.5866124184
35,178742.03259459496,277.5,524.0280714441444,5662.204829847651,179327.8428738067
36,55013.72759833072,282.0,673.351051554092,13075.321506816725,170166.1112737339
37,76470.18165383684,285.5,558.3582870183826,6512.69447298527,166983.67787307504
38,137374.559402574,294.5,363.97139821210095,4312.700636348294,170342.19946760766
39,6396.827948439468,295.0,332.04824238704657,3814.8333284938985,167368.97541168224
40,40261.22260204524,302.5,233.2067777660416,10933.214555662511,162425.244925774
41,103556.29206387227,305.5,362.8654250744763,4062.7764261937778,160996.52706961133
42,114151.36112983676,318.0,511.17489404807776,6312.045014838067,163762.99972010098
43,165624.5677711621,339.5,627.2976503186426,8712.722039379292,170244.36041004967
44,150727.34447639107,343.5,622.4519468858326,7913.954092263404,165702.77349934063
45,29071.96509069137,359.0,346.9738160304817,4113.4335455351375,173691.903534399
46,134258.58544632184,379.5,292.13071484114056,3362.913873293578,185998.8501490361
47,162817.6622500225,391.5,387.5524117234428,4362.243353218495,191197.9734143219
48,65818.35710845774,397.5,495.91309844014495,6211.221271118962,190008.67754885138
49,175547.07875292117,399.0,361.2066024857181,4363.739135496212,187337.2329626364
50,68323.62647021338,412.5,265.3130294965565,5314.645432281094,185893.8301809361
51,94346.05945020416,420.0,422.33280275312444,5163.285860582749,187240.68918104627
52,153413.7988165729,427.5,544.3811888197929,7864.235237340074,185950.63118838953
53,140121.32689526997,434.5,335.5651242455329,4767.635763759021,187525.75905459546
54,184397.34695616522,441.5,287.959125120134,3413.674078963987,190219.16313945747
55,10909.92693160623,456.0,427.9624930371897,4812.374973766047,197152.40512390767
56,23106.982784116568,456.5,349.02482495731306,12977.40056414084,185025.22527648258
57,66676.75492942864,460.5,470.74998260943545,9015.253311055205,179755.34018153287
58,57640.170843091044,467.0,540.9374490034173,6916.58278890175,178700.58309690905
59,145099.83263152005,485.5,428.4685514453504,5263.5038893623805,189064.6135210131
60,87340.49128891272,489.5,357.74527913883503,3811.9295806391924,185591.49107597015
61,163828.87493210065,510.5,426.44116218739975,4461.841001476801,198462.65658685032
62,47997.35451577151,512.0,541.0427215413436,7013.46447086138,193144.1389077999
63,13223.267841569535,515.0,321.30019111977555,3361.481896747085,192785.7861904787
64,142004.08825792375,521.0,347.9456637606829,4466.224517796789,193938.7376011525
65,174510.4354148786,525.0,511.023537656241,6512.784280333452,191257.99360750488
66,192459.5508250945,534.5,266.5009169119042,3112.8911785682512,196771.27634524
67,71502.93122771966,541.5,485.3735040214336,4811.926861126993,198329.83873007426
68,179126.72615696964,556.5,306.8601327635305,3915.060759113875,207548.90948956637
69,107823.84347398729,565.0,708.8840141984571,9763.394660186676,205432.87845985338
70,84786.93631143273,572.5,368.462651931734,4413.472421043077,208224.23249200988
71,16085.3239425944,573.0,308.3196232659645,3312.259511504757,205816.88961979302
72,154090.4408228842,575.0,437.1854463768208,6612.684397912466,201465.2581343501
73,194496.86318510713,581.0,402.3567016742752,5616.289456773501,201666.88228104272
74,163225.76629159373,587.0,356.27711678208556,3912.3341097445996,203439.30278478432
75,175207.30133397877,591.0,251.16355202062937,5614.175984598069,201578.20814199385
76,41944.362043109926,592.0,516.0768715989107,6864.9435328020745,195961.30798402356
77,136909.95851856528,593.0,494.00584858831456,6312.174117789953,190930.4675489999
78,84622.36983978732,594.5,283.7132039667274,9169.71277629258,183513.887217303
79,38392.82349669492,598.5,192.9930526680239,8735.643462793749,178700.4790725754
80,89820.18598442693,604.5,431.5770495876981,4865.030779804322,179111.82898041024
81,93385.22609137892,609.0,347.1672696255198,3416.014012668062,179619.5640400365
82,18636.332979872288,619.5,283.952445404533,3161.7171611696267,184414.6199923348
83,102582.5223262817,621.0,771.7856317260172,13517.802134769245,172432.88784018497
84,113495.52616436568,623.0,405.2478884697251,9921.438911948155,164515.70542220265
85,48365.254673119176,625.5,409.31441984536116,4612.562138950362,162310.98442142838
86,12172.764164443606,628.0,209.04833933472608,9381.769174211813,155290.6969958717
87,54876.66891342437,629.0,545.7040868206476,6764.253010187452,149718.56394186872
88,25951.42220380418,648.5,287.9820240926026,11020.580600123567,152583.8185224824
89,146811.0890398713,653.0,317.08480714628143,6570.83692650508,149621.2438426174
90,119674.85239235965,665.5,427.73375721371804,5815.234700752403,152565.80467579782
91,135258.04804257504,666.0,516.6479609317339,5913.052249793577,147455.5519749436
92,70063.54445797813,683.5,315.75828493585345,3513.278519846314,156435.821151939
93,43339.38957286146,714.0,325.1205057728985,3762.9845341572704,174589.0842787295
94,68449.30401061664,715.5,239.25160834162136,12025.877873167618,164123.66289612278
95,88302.49918830118,725.5,266.4786419703544,2912.576135796915,168996.16954166797
96,138661.6795827703,726.5,383.8938580804468,4463.140459695962,165681.49440383658
97,64229.04677770146,729.0,383.9036817850841,4817.794324042773,163099.27238246787
98,19388.167197096238,730.0,368.04704804125186,6517.7905349510265,157753.37643679543
99,104162.74326385486,733.0,367.11479884084815,4414.248549750763,155952.43549917656
100,42992.025441267695,741.0,206.41929443243953,24654.472474778104,137452.6180685286
101,94715.01020128155,742.5,403.17535656797673,6312.127583191568,132722.1019991069
102,97743.96861676693,750.0,188.97398326529196,6319.787801750937,132191.16813559536
103,59224.329685785015,772.0,485.61734797737876,5913.403573965312,140278.91199914657
104,90697.36513252537,774.0,273.77304326162135,2912.638906255286,139016.69762646515
105,125439.7409398073,781.0,685.1569622626695,7813.742817798972,135781.00856685772
106,134516.6696392892,788.0,347.4613043897284,3964.219015675305,136581.8392480879
107,73723.66257655562,790.0,496.03906531520033,6063.7941136888685,132135.26958040442
108,54055.89761789575,795.5,241.84498489984267,2561.548407218201,133354.0603728792
109,107806.70677646661,798.0,327.30942532620486,3512.6610440003055,131726.29968941183
110,73793.33563134266,823.0,308.0257632925462,3413.03761509987,143102.9647411639
111,35224.79294689819,828.0,550.6693263243245,7415.227618743118,139031.94461864192
112,3999.562326916189,829.0,497.4660295021208,12675.743577179739,127454.81125952252
113,16996.664660199258,837.0,365.004961555425,4416.52603656982,128423.25963350231
114,90721.83329232647,863.0,321.49279377153886,3513.08752039074,141259.9460072682
115,20034.504656481753,878.5,232.92962640886552,2410.1088166910745,148972.58934490822
116,60577.56587974758,887.5,392.09162958885025,4662.985445749737,150438.8163455986
117,156582.4954064815,902.0,342.6822622936523,3361.7728273045727,157161.45307596243
118,80832.75155594443,910.5,397.2110499215989,4963.57826589631,158207.63340503213
119,135526.5901028926,912.0,637.4520513875731,7963.773563009649,151734.99754081122
120,141257.23650602027,912.5,412.0391700227179,4870.274498360444,147684.33695368574
121,75523.70390184065,921.0,350.5192979304117,4017.8549128152945,150387.0215022666
122,115414.44889892811,929.5,491.99482250513284,7513.632754218482,149318.38033064982
123,28649.09605203679,945.0,392.72129136837174,4711.817598363618,155854.65263593374
124,14615.24198731421,950.5,506.85700088969253,6864.697939043971,153317.58272979382
125,52570.71500130268,958.0,393.7782682529244,4513.026763761333,154620.86057996727
126,6703.03000572915,967.0,404.3640616965195,4815.732349619851,156591.77499921242
127,82853.84133535821,973.0,336.66810287031024,3712.1135199421697,157627.58318717143
128,70523.26701897354,974.5,415.71479225113353,4413.610058101049,154741.49581824572
129,147466.97073252767,978.5,350.92738572262306,3712.187966626375,154392.5214292207
130,123552.37390877324,981.0,491.60886611796053,6162.726670451084,150487.4356137361
131,69460.67469559245,988.0,412.9629423211556,4517.091599871534,151642.07390754478
132,76643.31991271285,994.5,264.77703111209195,3013.2199812573654,153803.7828404664
133,21044.4329814336,1023.5,357.54443872021517,4163.5736034543315,171162.42502723754
134,88509.31243204368,1036.0,221.77368052354575,2259.689895592474,178975.7368096881
135,64679.93212777674,1038.5,302.67260012363477,3613.19656310778,166685.45040482446
136,84588.02220271682,1044.0,283.3522414146806,2967.076850229043,168768.21223193288
137,107329.28266104225,1046.0,404.66764818299066,10126.154965583984,160673.24686542572
138,28674.729094085436,1046.5,349.05791101956595,4114.004354022273,157420.85452157422
139,112050.95392025178,1048.0,393.7539506693286,4621.526790892596,154514.77347909223
140,155718.15789261504,1077.0,482.2054943443518,6012.940891940338,171415.03045498196
141,8463.560601491985,1080.5,332.53975613067126,4064.5036438218785,170584.68618038017
142,102078.46540008734,1092.0,437.6002832311208,5062.778353960143,174968.5733549325
143,25301.42361533822,1096.5,312.608064090488,3864.5267232634937,175180.2429840665
144,166846.65259852406,1103.5,437.4175163379992,4862.404612667961,176376.97729349558
145,29271.18411045765,1104.0,311.2426488748335,3312.844192729328,171467.5827094749
146,138370.1407003535,1105.5,400.17159882031234,4864.156095877479,168206.6581658519
147,31624.413467794915,1115.5,517.16607554922,11664.482223773919,164706.49133390846
148,137607.25482706862,1119.0,395.4265585885853,4919.8059360326515,163018.2607742739
149,123873.73567818648,1121.0,350.2157484769355,3762.5568495752555,161285.09379449705
150,18640.545933146375,1142.5,554.2693145167292,8713.807157256648,169124.78642407924
151,123230.62443931938,1153.5,357.21436010570244,4264.7262535510035,174507.14479041705
152,93033.53186524434,1156.0,327.1586336329479,3462.0455702837803,173531.11577424948
153,34049.10920136913,1159.5,634.151815011842,8362.842776889232,168450.95210037843
154,87436.0651469821,1162.5,197.68015329189737,5564.621333179705,165881.5310402142
155,150871.24890597226,1167.5,414.1399828325169,4511.463947088494,165964.88629185027
156,130079.72016230448,1170.0,591.2459483119795,6712.081812185068,161719.53355232262
157,26623.458253662007,1173.0,294.8278086421883,3466.317397379154,161286.61129632563
158,129074.19169749923,1175.0,204.30535950173788,8886.858937693916,154548.54366522058
159,83312.14381141424,1183.5,542.4691351282586,6414.413703343219,155371.08912774947
160,105469.31724992675,1193.0,472.39229534266536,5663.798219076039,157408.0831269242
161,161026.73447663532,1216.0,359.8976224992486,4062.983519969312,171154.31707383788
162,50830.4529302053,1219.5,472.01951283231875,14167.352015018507,155734.642508793
163,26580.127692879567,1220.0,410.87455702755915,4464.782630820526,152180.24958295576
164,36861.0723126993,1221.0,305.9783635198708,3368.496207381428,150178.31034226477
165,51286.5930626004,1223.0,367.82516327456926,4378.678759077618,148001.18487807893
