Cutoff,downstream_distance,time,radius,cutlen,,,
0,181561.4392,7,294.7142363,3361.605212,,394.0257593,5866.564955
1,260084.989,12,317.3673748,3460.67206,,,
2,32470.67194,12.5,420.5139893,4510.882801,,,
3,36179.51405,16,281.5319251,8917.273448,,,
4,121222.5538,16.5,345.9648462,4162.707485,,,
5,54826.49172,24.5,318.2461601,3461.262184,,,
6,68568.91335,25,473.1759316,5711.832847,,,
7,346292.698,26,307.7360346,3361.177344,,,
8,306032.7375,28.5,268.9951274,3010.861277,,,
9,161734.3452,30,550.9898597,7963.032554,,,
10,289952.7769,32,588.4040915,8062.06109,,,
11,157339.4295,34,505.6578516,5916.589156,,,
12,194514.7475,35.5,470.0240886,5310.651937,,,
13,315222.9876,36,554.7011809,7313.494701,,,
14,181436.9875,38,274.7899606,3010.76027,,,
15,330754.4831,38.5,246.378427,2459.727664,,,
16,304425.008,41.5,426.9096005,4764.433834,,,
17,146495.386,44,316.7954275,3460.894901,,,
18,25056.82514,55.5,280.5914652,7419.730674,,,
19,307696.0625,56,226.1464106,6215.712842,,,
20,140747.3654,59,378.9553936,5516.244883,,,
21,355783.4073,61.5,381.5463196,4511.88337,,,
22,220998.0023,64,356.6080015,3511.389366,,,
23,65789.01694,78,304.2640804,3762.434309,,,
24,178163.7867,81.5,268.9304137,2860.19355,,,
25,136824.0251,86.5,295.021292,3160.782072,,,
26,5910.504702,87,552.474742,6461.880078,,,
27,327943.0625,99.5,311.9732889,10069.89778,,,
28,276179.4898,100,694.2061342,8711.256855,,,
29,353178.5786,110,260.3023484,2961.238973,,,
30,169234.7073,116,559.0799848,6360.945478,,,
31,123399.3754,123,387.7332354,4561.354804,,,
32,371326.8951,125.5,434.3910304,4562.805254,,,
33,76111.3261,131.5,213.2574229,2208.122241,,,
34,82875.07281,137.5,431.2215943,4911.16629,,,
35,243569.0938,138.5,402.8783137,8062.066611,,,
36,190066.4152,142.5,261.7991353,3061.069527,,,
37,23903.51362,143,466.4135523,5110.925159,,,
38,185262.6313,149.5,194.9833761,6663.399498,,,
39,86380.66209,153,440.4145842,5160.127465,,,
40,356845.4473,157,397.9751294,4460.946561,,,
41,24803.3578,159.5,240.3588639,5161.930995,,,
42,169775.5374,161.5,349.9626953,4011.297946,,,
43,344446.3635,165,372.5696274,4262.238946,,,
44,250780.049,166,230.3951099,2559.863457,,,
45,384707.7482,177,321.8341604,4915.09275,,,
46,74395.90818,178,393.6992459,4461.114816,,,
47,403153.0945,178.5,307.440778,3210.279149,,,
48,251618.8205,179.5,322.5205984,4614.963505,,,
49,58670.46142,180.5,401.5813585,7561.291968,,,
50,310292.0427,182,400.5289589,4911.854496,,,
51,286078.827,189.5,434.7473416,4960.541657,,,
52,251994.8039,191,218.1988418,4662.173973,,,
53,129596.3837,206.5,345.5467374,3710.474134,,,
54,138296.7321,210.5,455.9467229,8813.152521,,,
55,10519.63102,212.5,380.6806932,4661.59276,,,
56,31165.05631,223,687.4202849,7610.489524,,,
57,61140.64947,225,485.4546308,6162.636919,,,
58,57877.16391,230,326.2368131,3465.925095,,,
59,35580.73632,233,512.3017471,6311.789814,,,
