Cutoff,downstream_distance,time,radius,cutlen
0,55327.21222481213,11.4,483.193646246687,7811.021974403008
1,180012.17365184778,18.8,296.4119589893605,3157.836688854398
2,28432.07602439072,23.2,305.2532686992127,8618.58680136132
3,39482.51307622028,26.2,604.3820759295536,6910.0742738668
4,50020.59072331779,27.2,517.5471626952407,9513.443134056823
5,153608.30002700153,27.4,400.476026330568,4509.904329264537
6,157485.3476456877,40.6,332.9977115142509,3659.1097831056095
7,36947.752802456635,43.0,366.44195217291536,4313.23233289711
8,198283.47233128655,55.2,260.74789842055463,2958.123119171035
9,127826.87213069666,55.4,454.61350189661727,5610.98806566586
10,117512.50963588718,57.0,469.628443833986,5509.07070310465
11,97340.08381920382,62.4,470.49248167212113,6261.236602247199
12,42451.90248652576,70.0,304.9084386920551,3358.416425926724
13,138970.8581354683,70.2,459.83588042575263,9364.530198187485
14,49014.97190798482,71.2,378.39491200784096,4358.763713807886
15,163433.22338653848,73.2,259.5406023410055,2958.588798182121
16,36781.63634241421,75.0,366.13483874014855,4312.401188546145
17,59163.75947610356,76.0,308.58913963530466,3408.489806068583
18,97205.40371824628,79.6,375.6059751090567,6914.644183011361
19,79376.3041107364,85.8,245.88711174598666,14675.855403798776
20,50777.11748203087,87.4,295.70450766887984,3110.35196210719
21,121004.70930029504,94.6,372.1311995967809,4459.555469893377
22,193893.14731627345,103.2,466.00141958070304,8059.8169564658465
23,132438.91330993423,107.6,224.82011715052457,2256.047767190844
24,73846.67026911327,109.6,253.08289460060155,2809.5641991387374
25,121664.11059933265,111.0,415.27526580162106,5011.393682358597
26,195902.6290431645,115.2,446.94459796452435,5463.827206270015
27,176500.12029969075,117.4,274.4315815548174,3208.778913045271
28,192008.77273337392,120.4,553.037920374373,6520.111832904513
29,9196.71854208159,122.0,474.8822370316149,9912.867245529505
30,34707.29146375806,123.2,305.85838170460744,3508.8816002486255
31,195285.7945859538,128.2,383.6913644823856,3923.956356028567
32,145354.53334715386,131.8,428.5472605310511,4908.394711597536
33,53946.75273234781,132.0,361.85957096165936,3859.111635730068
34,152680.85351117657,135.4,735.5374185295859,13511.826993111828
35,125243.16042425983,135.8,330.75004103087855,3558.3658415735786
36,181076.5618827991,137.4,402.9011399214156,4059.565479883174
37,42103.448360983544,143.0,567.0128336291826,5908.512931030812
38,6305.749966963304,152.8,339.029566967119,11564.648801605506
39,51556.157884710934,154.6,453.4048748853693,10510.84046761358
40,138459.58251667235,155.0,332.1483534020763,4010.498341822966
41,16300.11130680513,155.2,686.4805411544932,9966.6946471894
42,121804.13350607318,157.6,495.81745520608644,7661.656146402502
43,23901.165227108853,157.8,336.01189840647675,3415.2813328994757
44,121719.48396103409,163.8,357.5783885413937,4373.791626869374
45,94531.5551667738,172.6,519.9341020584761,6360.700077869683
46,32315.10790034217,174.6,299.5533183874476,3059.5018927226406
47,54767.1614741885,176.8,331.4894414657536,4211.82739766601
48,97366.33458276023,177.8,879.6528602902737,10562.180835281551
49,124574.31883024362,178.2,262.73009880598556,2811.118804472944
50,73715.79261553034,178.8,546.007248284361,6508.969757193335
51,113548.37629376265,179.0,299.53278525532187,3010.0662368588914
52,105304.55000051047,182.6,411.7284399405479,4863.724354221109
53,8058.658539577672,188.6,393.42978470192736,4409.728585503934
54,134280.82909731392,192.2,568.6501413526142,10264.328796036596
55,152448.80202913648,199.2,375.1645099595551,16577.650760519657
56,170162.35069812616,200.6,220.61218696758357,2511.705900010479
57,145844.96923522462,200.8,243.4333603124495,2527.881042993861
58,50628.92897786344,207.4,483.0434273181946,5709.71213059509
59,172923.37356860435,207.6,237.74745218347374,5460.296604798661
60,164200.54214738327,209.0,585.8585354283188,7266.355048089672
61,58717.30314208158,210.8,286.2703822407222,8719.227698762352
62,135462.19666365872,213.6,247.06219101330862,2711.3394224987865
63,11912.60195300309,220.0,286.2902028148646,3209.0772009447273
