Cutoff,downstream_distance,time,radius,cutlen,,,
0,42644.77524,2.5,262.6004217,3110.272943,,,
1,168631.683,14.5,237.7029432,2708.968598,,382.7008869,5483.282652
2,365030.6572,19.5,340.0134416,3609.721598,,,
3,338042.8461,23,432.0037958,5512.755818,,,
4,243618.6988,24.5,261.5776403,2558.615404,,,
5,146592.0501,31,474.1903569,5610.121846,,,
6,34175.2754,33,466.5269181,5259.647768,,,
7,101967.9818,34.5,366.5473417,3809.46173,,,
8,273365.7143,37.5,304.4035569,3209.457997,,,
9,282530.3341,38,562.0350218,9764.329327,,,
10,230398.8394,41,240.5185852,2457.89978,,,
11,66595.13607,41.5,272.8489867,7266.498605,,,
12,346247.2291,51,488.0597465,7260.217462,,,
13,47956.54855,51.5,496.9989004,6763.208448,,,
14,408063.1584,52.5,405.7440731,4861.842933,,,
15,263634.5035,53.5,527.6470791,6510.703143,,,
16,324240.7716,54,277.4750742,2959.479365,,,
17,298284.8431,66,410.8869837,4760.261799,,,
18,253596.3782,66.5,411.6132622,5513.643145,,,
19,75456.45627,77,493.6950367,6310.790232,,,
20,126418.5728,78.5,370.885958,6312.956779,,,
21,41045.07689,81.5,267.7373984,8663.621695,,,
22,355145.2498,86.5,407.263564,4509.869392,,,
23,113090.276,91,381.5362562,4059.774534,,,
24,412372.5991,91.5,450.4675678,5711.608917,,,
25,285477.7932,92,334.8025345,3359.221,,,
26,401432.0167,93.5,348.236966,3809.974007,,,
27,284045.3279,96.5,316.6988032,3873.781788,,,
28,181275.4445,97,341.6566622,3761.187678,,,
29,331296.5242,99.5,449.7007954,4859.753896,,,
30,416230.2412,100,314.7315572,3615.342002,,,
31,16711.28749,100.5,502.2149567,16022.38094,,,
32,329028.0224,101.5,587.456279,8720.7262,,,
33,140906.2363,104,283.980897,8366.369664,,,
34,182958.4137,108,294.9655514,3262.807744,,,
35,263072.5078,109,240.5970526,2860.597982,,,
36,341027.0729,112,687.9758575,15769.81471,,,
37,34360.13641,116.5,290.0218445,3210.447496,,,
38,43825.7374,120.5,384.1152078,4811.4008,,,
39,128747.0951,127,495.1419811,7463.252018,,,
40,241291.6468,136,498.5594284,5810.376241,,,
41,328839.1541,138,408.6388958,4460.534716,,,
42,357996.8624,142.5,714.2499628,9712.02128,,,
43,89217.65133,143,307.0150013,3560.935212,,,
44,203284.2698,147,245.2352385,2709.323511,,,
45,254457.5035,147.5,605.4796027,10565.49336,,,
46,345105.0427,154,293.7165447,3261.181698,,,
47,238035.2576,155,263.2699964,2962.179459,,,
48,134609.6653,158,349.3621743,4162.0928,,,
49,51533.31804,163.5,245.2995269,2508.152692,,,
50,72580.95587,166.5,344.907831,14522.76144,,,
51,243327.2633,170,277.356833,6917.633984,,,
52,264451.9097,177,291.5328807,6012.495944,,,
53,59455.79654,179.5,317.8240624,3612.628984,,,
54,65216.33845,182,430.9311212,4812.105504,,,
55,116890.9317,184.5,466.0273424,5010.333683,,,
56,195593.5573,185.5,210.4436602,15175.09791,,,
57,259555.6061,187.5,267.4981182,13581.64542,,,
58,174939.4072,194,464.7275353,6813.853101,,,
59,191494.0276,197,262.0029631,2965.421212,,,
60,108996.9119,199.5,306.6779446,3560.448911,,,
61,318451.2773,201,237.2281929,2407.873929,,,
62,286677.2808,202.5,528.8817916,7112.434008,,,
63,252125.7095,204,252.4278535,4807.229512,,,
64,291053.6638,209,376.2766257,4264.494358,,,
65,252630.5362,210,215.7364194,6364.991496,,,
66,253322.2098,211.5,175.711541,6678.048853,,,
67,3888.134401,213,421.5413407,5111.723018,,,
68,302299.8917,224,329.6224513,3358.8899,,,
69,187747.2245,230.5,310.0749075,3359.860684,,,
70,351365.19,231,370.0384148,4410.809506,,,
71,169869.7271,235,499.0186972,18229.68006,,,
72,92082.31664,235.5,311.5823003,3410.20609,,,
73,230063.3996,242,296.7315986,7565.890676,,,
74,332571.8241,253.5,304.3663185,3310.023036,,,
75,129426.9436,258,306.0883572,10720.63818,,,
76,141727.1434,259.5,491.4092328,6061.493485,,,
77,23982.38193,261.5,491.6067931,5309.310083,,,
78,51093.48496,268,334.5179563,3760.230871,,,
79,215064.7662,274,645.8500687,8211.399448,,,
80,357393.3528,276,252.388909,2809.33012,,,
81,125816.8287,279,301.8820104,3260.729901,,,
82,44518.69774,286.5,488.3419893,5659.708112,,,
83,154146.5501,290,510.2617422,5960.215068,,,
84,112056.94,293.5,727.9687328,10510.9992,,,
85,124774.0852,295,333.0582426,3864.771468,,,
86,319730.1173,296.5,543.018172,6109.86872,,,
87,62809.51977,297.5,332.0320423,3910.654764,,,
88,67994.61035,298,315.421009,3461.44736,,,
89,206834.2852,300,302.9737666,3610.44305,,,
90,123267.6463,300.5,333.230665,4024.359408,,,
91,233703.375,301.5,451.3760672,5260.566156,,,
92,284519.7084,303,349.1248577,6263.120674,,,
93,163672.7461,312,206.793813,2357.989931,,,
94,252945.8241,313.5,545.4913316,6510.914754,,,
95,77983.87028,317,402.4858237,4460.455612,,,
96,39870.34126,323,613.2102871,7611.201283,,,
97,145296.6553,326,499.3236331,5812.117577,,,
98,334249.3146,330,347.2575865,3709.587086,,,
99,157708.6438,333,207.3667269,5260.42346,,,
100,132706.8516,335.5,331.6715063,3509.384154,,,
101,6504.023386,339,370.3343842,4661.654398,,,
102,312452.4883,341,264.3053983,5058.329166,,,
103,85772.86894,344,452.9194403,9412.986027,,,
104,85432.02149,345.5,160.9483183,4924.513869,,,
105,262959.7975,347.5,253.2890634,2859.733596,,,
106,176993.068,356,457.0127923,5110.385088,,,
107,53299.61736,359.5,282.345713,3260.53024,,,
108,219027.1723,364,378.7579131,4261.409346,,,
109,7005.96427,376,220.8106293,2257.310708,,,
110,14168.79325,384.5,556.2372979,7211.567656,,,
111,372375.0979,386,338.0938021,4261.269141,,,
112,235589.1456,391.5,400.4980442,7061.738547,,,
113,98834.25881,393,542.1244524,6710.722967,,,
114,108297.8713,393.5,325.7572111,3711.532089,,,
115,213185.3824,394.5,397.5270078,4259.968324,,,
116,119353.5797,398.5,380.5068913,4159.674046,,,
117,297856.7462,400,417.9247636,5312.660182,,,
118,359441.3314,404,216.8838816,8613.059778,,,
