Cutoff,downstream_distance,time,radius,cutlen,,,
0,168993.7804,2.5,423.0824333,5303.966095,,394.0279481,5942.193645
1,353893.4029,55.5,278.1283337,3302.152783,,,
2,365355.895,56.5,273.4804615,2951.867512,,,
3,329673.2906,63.5,581.3636155,7104.539371,,,
4,357431.8081,67,331.8111543,3702.747364,,,
5,303074.7759,80,317.5784852,3652.812545,,,
6,45175.45072,86.5,320.375154,3902.984545,,,
7,262690.4137,106,317.2318997,3502.479707,,,
8,405455.8999,127,491.4558943,6204.227291,,,
9,169185.9468,165,379.9432564,4553.147603,,,
10,258038.1735,167.5,524.0156629,6754.663049,,,
11,391682.0163,170.5,373.6218283,3902.576532,,,
12,132468.1849,181,663.6796463,8354.674394,,,
13,188702.0901,194,327.0760872,19711.69152,,,
14,101515.9639,194.5,510.4516874,6404.727891,,,
15,247824.5465,200.5,304.0683862,3402.187272,,,
16,283445.5633,240,405.9445416,5154.136396,,,
17,116469.8884,275,567.4611885,7955.763342,,,
18,339928.7058,284,380.1018547,4453.367809,,,
19,213710.3585,288,264.6056364,2951.710854,,,
20,52081.91108,298.5,237.5007555,2400.924107,,,
21,56398.54826,299,396.0830576,4403.751047,,,
22,261981.536,302,418.9740431,4503.145778,,,
23,337712.7115,314,440.7047163,8305.328577,,,
24,279905.7097,378.5,242.0557477,10054.14804,,,
25,65579.36123,379.5,493.3449384,14959.14161,,,
26,294870.8129,387,569.8507173,11157.34116,,,
27,169787.1379,417.5,442.1584102,4903.245192,,,
28,11004.94519,423,529.9815095,6254.149633,,,
29,390388.1668,440,392.920742,4302.855883,,,
30,376970.7594,447.5,233.5919933,2551.230223,,,
31,259348.6333,459.5,346.2804447,3652.624534,,,
32,296560.9559,460,322.9778667,3602.989317,,,
33,406519.4747,477,526.2328769,6204.316342,,,
34,162889.7003,481.5,309.836194,3252.196947,,,
35,278736.2406,483,556.5037522,6954.472529,,,
36,196560.0714,531,332.2996626,3502.504936,,,
37,203509.3344,536,458.7132797,5604.037177,,,
38,135732.1019,539,346.1650872,4453.425533,,,
39,26765.11012,540,757.9516689,11858.12701,,,
40,339886.9874,546.5,296.879586,3352.492129,,,
41,176755.0247,555.5,438.5645416,5154.083426,,,
42,277363.3249,562,406.8671968,4904.099969,,,
43,265555.8463,581.5,304.3757878,3452.817216,,,
44,90303.8108,604,448.0680902,5504.2328,,,
45,290999.5202,610,380.9918236,3902.736483,,,
46,351396.4149,635,395.6494774,4203.469608,,,
47,319907.3729,639,437.0242676,5353.781516,,,
48,47080.10942,639.5,258.8418353,2902.060619,,,
49,250880.2522,645,410.099466,5253.894823,,,
50,151231.4812,687.5,231.5237101,28463.3917,,,
51,335532.2875,701,489.197403,11558.34542,,,
52,53632.24582,720,414.3150951,4503.475683,,,
53,102308.7645,756,420.3588867,5003.803246,,,
