Cutoff,downstream_distance,time,radius,cutlen,cllen
0,104975.68565709576,0.5,267.92399095623625,2961.2435681284724,165641.25410522838
1,153120.12353406294,0.75,509.3830487594362,7864.491255515612,158548.5493766892
2,164771.77855645548,8.75,342.4835271397089,3711.8599212348495,165833.8667527226
3,78035.76496927397,10.75,439.8313557608844,4862.469975594567,164134.93120702074
4,118916.03925951364,17.75,332.2227047508732,4012.4425383597754,170128.08438078643
5,7909.332622233255,20.75,256.13728814068617,27903.487094096916,146822.4849748493
6,143012.1466473129,23.0,306.4301485839365,3311.461710653015,146681.4017676675
7,75663.5463793862,23.75,278.65810071279043,2759.5928005046653,145238.0850802236
8,36765.78606947252,29.5,441.83168499519667,4860.826897070601,147301.0336274619
9,55153.50851137293,38.75,343.6506219986534,4011.700947818619,154717.73854991622
10,114693.72861502004,43.5,334.7878097898646,3611.1573457780723,157333.2512610271
11,90169.68117449182,43.75,641.3196635702827,7414.216531027861,150673.85845593005
12,80630.49731100646,44.75,237.6836880957945,6666.759680652303,145614.16351684267
13,15819.80496489373,50.75,477.18045969207566,5813.407047761301,146884.5508890071
14,110074.89894386556,55.5,339.7311093994414,3611.3363111443964,149204.51575986453
15,114285.45053721608,57.5,557.3719100216114,16521.13362713724,135390.08282575262
16,137484.9202646763,63.5,232.40945897796175,2509.8144829007874,140201.69630131213
17,65990.70549122327,67.0,309.00042525897976,3662.7415460516877,141011.9331444559
18,98621.388412311,71.5,290.21411092412745,3262.3789643038494,143381.28834341795
19,49148.22553147664,75.25,619.1489111758818,6862.54099837571,141262.01875459653
20,98452.36040500247,76.0,320.70637711835815,3713.5308562494524,138845.9833722767
21,30205.423258631687,80.75,499.152973652361,6212.722576763636,138295.56004623472
22,75662.66452397063,83.5,522.9534067034773,6162.953170136648,135653.08546054986
23,52650.36616924851,92.75,509.6766425921419,6412.065574661768,140511.09558627283
24,58519.92730005595,98.0,318.34868537323695,3562.222443356284,143986.18760804046
25,61933.4427082564,98.75,316.82745411059796,5168.507836293068,140196.73036653324
26,117270.45936082603,104.25,267.08925743554806,2911.7703459142654,144393.64164615978
27,21785.616205329938,105.25,384.23772482175406,4212.417931588549,141825.1496720051
28,83279.58945125359,112.5,307.3913101252408,3462.728255431641,147592.80690324894
29,12208.770724349086,118.0,374.2486726012881,4413.195768897533,150495.63008635133
30,109649.09322344288,131.75,311.36277058909974,3763.649965763742,165382.85710445108
31,23479.18842643998,132.25,368.9652836902349,7164.805809996123,159349.62132839474
32,55606.35280491021,137.25,418.22497750043834,4011.2077082852343,162528.0979591993
33,158564.45040865795,139.75,326.9636821974248,3661.525096122708,162638.11293541352
34,41976.85088749171,141.75,552.4317177339974,6512.599670530234,159165.7003696948
35,129500.65844696436,143.75,274.7921709566859,3514.6982743082826,158664.36040024954
36,22333.50527475979,147.25,228.6025406272187,5412.753377099779,153155.60428361178
37,55657.306080954215,152.5,326.6644281951413,3812.725502312062,156137.52748437246
38,73600.58927289493,155.75,394.3527875511063,4763.02798931657,150543.3722382376
39,97516.19133239637,156.75,210.51357677144054,2158.690953105989,149981.357324279
40,60412.86638151695,157.75,304.1586851055673,3613.274764593021,147936.90876595248
41,89442.87616735202,160.25,409.32058885515676,4462.278473130073,146671.79841841824
42,144583.6470834498,161.5,329.2770371025977,3412.7889217998572,145180.8694898832
43,84526.67071739721,169.5,317.33425815660536,3411.782869790947,150662.8655393697
44,17169.394063009568,171.25,308.3507096037258,3663.8141568342344,149313.56772794583
45,121838.59182771793,174.0,315.08669044079664,5165.749161928556,147483.34576299944
46,27242.188263536744,182.75,529.6013350793348,6361.104081669063,150944.83363586452
47,79302.94298133838,188.75,303.14022569383263,3210.6054717300394,154906.60606450436
48,151185.0620034706,197.0,329.85570047972806,12971.536959986723,152048.60247018666
49,20827.103685522587,213.25,258.6388927416201,2910.7013015032253,169758.0856952756
50,73738.42297912345,215.25,360.1290830135202,3861.0758673141245,168902.72027804487
51,108710.54778015598,215.5,494.7252676887039,4963.630984118082,164699.87346561503
52,68232.32257456784,218.5,408.69540926027196,5314.395809594423,163341.15609640258
53,108990.01394338942,220.0,327.97399967438486,3761.4616663238107,161743.66369316156
54,49485.18223763733,226.0,430.5199155085792,5212.301271397818,163827.08184058545
55,136527.06724371747,228.0,417.5264849037484,5112.840474626585,161484.20681442614
56,103997.42633538162,228.5,368.3773192661537,4112.822932062323,158397.10935591275
57,10609.425569540139,231.0,735.629064513754,9113.53504926338,152462.57798312802
58,104777.36512392748,231.25,378.6033819173612,9121.284857525807,144068.64801913104
59,93032.25126426807,233.0,321.2298880928052,3561.7755398278828,142772.08139353065
60,51142.36711539856,236.25,614.8965963779597,7011.533991484105,139517.99887675702
61,32158.738514799155,255.75,385.956362748151,4611.796029210495,157978.4295016474
62,90708.46692519737,261.5,381.50357562478956,4362.679498564485,161575.80752644603
63,139990.0128753566,262.75,334.95897803574866,18734.454880363646,144911.4980689932
64,50155.76396963999,270.25,358.0036886788189,3861.786632902885,150812.0716764128
65,140313.34628337526,274.5,357.0902758143708,3861.4643835779634,152801.90441370226
66,116415.70438895302,276.25,317.04921121310605,3212.1058587429397,152246.82993480685
67,75459.99764340698,278.75,296.92946561740246,9378.691010603578,146349.52910468346
68,69541.15904568914,281.0,353.8314473822423,3861.297078687802,145441.3909904591
69,27300.617991583218,290.75,500.7258384498303,8964.16280656683,147843.78176927072
70,123460.43035774298,291.0,680.7664279672618,8816.580511972868,139767.44294667876
71,13619.556015803502,291.5,403.0778117364544,4162.495521689818,136609.10072155786
72,31054.61769588364,299.5,349.1241307981068,3811.2877162945965,142053.73995290865
73,116399.94938173283,307.5,293.5011218322085,11576.091719012955,140267.83521035753
74,147179.27438435252,317.75,553.7396033704333,5112.945802978836,147766.699444956
75,56917.321613292275,318.75,415.78094220434537,5214.711818664778,144125.27983016724
76,97014.19856345044,320.5,332.9985795352143,3863.2304115961597,142730.68832242663
77,108668.66561703235,322.25,440.02047478275824,4911.769042587501,140253.85461861212
78,24287.700818702426,327.75,499.2134959674842,5812.880462434981,132215.78449663238
79,69941.55488928,330.75,281.78677197235794,3262.649766132666,132803.55652140212
80,60504.175909231875,331.0,456.06117983236845,5616.267768176569,127920.1647695521
81,4193.531173300867,343.75,518.5280477757385,7514.10325261084,136021.36323425273
82,11757.24182875422,344.5,279.4501591735769,3212.8020264593083,134195.4744219086
83,116432.07803589784,344.75,309.896400738287,3715.35075988641,131233.6743404998
84,108841.69443109729,346.75,220.543162482186,2258.8247444062235,131691.90301857516
85,126720.48588993092,348.25,435.5464936550476,5012.264283525626,128785.27221244478
86,83360.44916702883,354.5,313.2380584547315,3261.417004005521,128982.91623738836
87,92255.05467020298,361.5,266.79028520700115,2910.7706071058346,134188.97130586093
88,50426.98583915591,361.75,456.2783722974969,5314.631208479586,129603.32333943064
89,36728.03464389155,381.25,444.2461557676785,5060.914880469247,147768.28013046822
90,114014.5184711472,382.5,343.20775884383505,4113.085100406117,145650.39370420543
91,73968.02103607795,383.25,276.830068899663,3112.0170586160143,143892.6019878641
92,25708.533284123107,385.0,356.55049063878505,4513.055334610475,141857.80126896483
93,77049.5652263203,387.5,457.9963660362363,5161.496369327554,139996.1746388755
94,82533.10064391125,393.5,514.079163673357,6414.185339883835,140939.0970551214
95,130853.57808388525,397.0,280.3726865116127,3212.798083867905,142290.53941184975
96,42945.64901622003,398.5,596.0166324259272,11768.146368645504,132707.49682575435
97,16985.641470531034,399.75,297.8254379994517,3211.8665339883974,131366.99474397115
98,113298.69605423881,401.25,583.7159222839988,6212.280072086218,127234.37338166736
99,107905.10040268878,406.75,303.59778287418476,3563.0227840702114,130217.53859570944
100,59729.61615514608,408.0,446.3911890691542,5461.802758425761,126587.46094337666
101,83537.4093537649,420.75,418.457173940782,4611.375241003401,137421.7759796786
102,53968.77727058431,425.75,355.3810487295166,4262.560719945919,139775.60491569206
103,107910.89345334451,428.25,318.7175941988942,3411.9680612150505,139907.85453328944
104,58742.16877045711,431.5,508.56459343658486,6164.899463193287,138154.10136319633
105,34717.52930512538,434.25,359.84893774626954,5215.397880348953,136759.26014184632
106,111538.16482203583,434.75,364.0625670894966,4312.214563615031,133496.82977503404
107,82861.0656723518,444.25,256.6965896526717,2761.3406624308795,142668.178332445
108,75329.69712276768,449.5,338.6886837477426,3813.1512321226814,145801.80298613722
109,24595.034485272652,451.0,275.9618486361589,3061.5497147423885,145025.02693664306
110,116831.50125340755,452.25,287.5553949469747,3110.8221092176423,143849.15362647965
111,93700.21660538575,454.75,325.69900333167436,14479.749055611304,132688.5126478914
112,16177.683384235661,458.75,523.2611552368838,6564.436101204985,130909.15675252544
113,20632.70259903368,463.0,345.0555566032215,8165.67539042102,127860.27714177071
114,34550.59779553415,463.5,416.7634300338811,4862.6144726698885,123979.41270937644
115,7510.721632335533,464.0,551.6763178790618,6914.808570740478,118023.61836386964
116,39070.72161282261,467.75,311.05577608455286,3261.110575035773,119067.93296990212
117,72622.85111158241,477.75,306.7943453706042,3112.83643073582,127274.04083640901
118,19885.137137770747,479.5,272.18375021490743,3061.8207600472924,126550.59379340471
119,107314.9572052858,483.75,416.29679227686137,6014.354917536115,125518.8378003832
120,42347.07079636326,488.0,248.1167201038219,5414.162947811107,125111.32732186059
121,99706.19138184615,488.75,315.57946110213595,3662.314700413571,122659.32534567719
122,92820.38172275871,493.75,357.62334401082893,4163.580248491746,123950.62623553138
123,69765.56065999702,500.75,534.6576076310331,6213.069133983222,125504.56987404582
124,8112.681547437204,504.75,335.173284827232,3562.282243960766,126717.34143398782
125,64433.922113576846,508.25,264.94283445804547,2961.66733305075,127941.88774567975
126,37680.83408191528,511.5,600.9092401160916,6462.049335813575,125332.60134504593
127,105096.95628970412,519.75,260.8479175867503,2710.5473745940203,131866.33302596404
128,101995.46827930918,521.5,328.8720394945912,3562.6580783478353,130615.03774221148
129,99423.09195764762,526.0,276.9388701642618,2910.9128783222595,132792.79773834787
130,90095.57095889753,531.0,426.55113063151106,4661.4389083095775,133783.6004633713
131,11923.08737873535,539.5,332.17184596009895,4264.831222505482,139125.33678527642
132,59668.74498695748,541.0,539.4952657189431,6861.653267519623,134322.30348107358
133,84961.87123113501,555.25,270.3181562526946,7368.007573093405,143954.29363279903
134,60826.298547486,561.0,303.92382563169605,3461.707523854858,147965.2758341513
135,77377.75179557025,563.75,275.4112628990344,3162.828675123395,148602.075142042
