Cutoff,downstream_distance,time,radius,cutlen,cllen
0,75420.36613767904,2.0,343.86890137808047,10374.065554530576,179157.69146649798
1,16372.251886531429,2.75,399.54986565093634,4411.373836896709,176080.4276877892
2,132114.2615904735,4.25,518.1133621242674,6310.910094774251,171942.5016977107
3,135194.06095911935,18.0,324.80357116578415,3962.887413349768,185391.13669607384
4,132582.42913444515,23.25,460.7191170350195,4811.271156146513,187940.32114790706
5,40270.68858768789,27.75,300.5587163059635,3411.505816400446,190880.6823522339
6,28649.26514023963,28.75,614.768959035884,7811.624279358233,184810.95446993192
7,114774.04867434507,38.75,551.5702532196086,10614.31936661846,188019.46172687932
8,187552.7346127208,43.0,392.33041912197683,4761.286517782704,189664.41089541235
9,45980.94246819287,43.5,385.8486155309256,8564.553228392107,182251.49565658352
10,105615.14120142134,44.0,188.78928262824584,9073.35532113706,174311.97972078962
11,63914.29174318856,45.0,493.3513900004178,8314.074326525013,167718.75147356797
12,86590.33522566894,45.25,456.5529864024592,5262.607691386916,163217.6919350393
13,149911.22000440647,47.5,363.1278485850721,3962.0342809975637,162400.95828385232
14,56877.81891687406,56.0,659.2338741772855,8713.135292414545,164570.6571773948
15,28500.668841545226,68.25,353.21179520883067,4112.086037967799,177389.11528144317
16,93989.92011251052,68.75,372.58704867360177,4312.192571175938,174216.2647243389
17,133215.42368570736,71.75,371.19576102747857,4111.380036168764,174591.51480030088
18,77769.04284345459,78.0,509.6690386779329,12468.219541025728,171065.70784541444
19,120737.84656299827,78.5,395.0454226779527,4712.967120997895,167486.3499268441
