Cutoff,downstream_distance,time,radius,cutlen
0,374467.2742596003,0.5,523.397203654572,"[5711.848665137009, 4010.2748038397726]"
1,99185.99078788425,5.5,370.5606134089408,[4711.240665117046]
2,118217.87426169218,9.0,365.69776414448523,"[9614.68309169535, 6062.538403885689]"
3,347186.35430547764,14.5,353.74176080596476,[8069.038491411042]
4,294033.5896951263,20.5,476.60285954823553,[5309.202917207037]
5,312931.42923489073,35.0,436.0138896106991,[15219.592900691332]
6,336854.9189570504,43.5,253.49066939336274,[2959.7023787724265]
7,36848.97298231156,44.5,420.0343708037635,[10766.138582118025]
8,180615.68211372892,45.5,280.6736355928453,[19985.484858783144]
9,214230.75726760697,53.5,698.573090815327,[7761.065302578175]
10,211444.72105435363,57.5,622.1553617019852,"[7660.337659871385, 3867.4903565009727]"
11,224500.7036516899,66.0,435.10097618980734,[11864.892519015933]
12,211233.23299316657,79.5,598.6175537778847,[7013.536948138082]
13,345680.80049150006,83.5,308.40793540558707,[3860.7783364054126]
14,277528.7147721959,109.0,493.73123525382385,[6209.778589678392]
15,10863.421064628556,120.5,483.521749554465,[6059.252171953607]
16,102820.39002637546,122.5,319.8281762988912,[4261.835865737943]
17,407988.60791485163,125.0,546.4261980545862,[10114.311352404793]
18,371503.0990256581,127.0,225.952433914807,[12517.756783530012]
19,387055.7426205186,127.5,530.8775744269786,[8361.180924388716]
20,129528.51074221346,128.5,265.41460538710606,[12870.083618433895]
21,283851.7282018449,129.0,489.28682954413057,[8363.15411870394]
22,167924.8015477328,130.0,474.41900374928235,[6562.898773187281]
23,207845.52057683156,136.5,457.6903308852309,[6111.358881703748]
24,122020.90597187002,140.5,484.85287480363814,[11267.53738406511]
25,268615.30675549345,149.0,417.97912675349124,[5962.134342729757]
26,121159.37231894121,150.5,142.17011516174463,[8422.512474916097]
27,109276.9245883626,155.0,311.27839333025855,[3913.779745267212]
28,67757.90494473238,158.5,355.4161987001695,[4761.924879424084]
29,294711.68743099686,159.0,296.69376309310036,[3761.9157839236636]
30,254262.80057269643,173.5,696.8003038019165,[10010.957114278866]
31,168606.81301718083,179.5,497.4654778385271,"[6010.623804635933, 5260.656726984869]"
32,362277.4008736504,204.5,521.3494096493829,[7310.432788673153]
33,294002.4625832209,210.0,413.24087174682734,[5160.02941130269]
34,39265.14563636286,214.0,318.2542033215354,[4111.714019520308]
35,13067.880304360442,216.5,317.4279973503076,[7213.650519258908]
36,249912.03220296034,234.0,461.5359380101306,[6612.3302888313865]
37,75200.60712144693,244.5,725.4785712039361,[10810.346447183827]
38,310514.7850450162,251.0,457.8256045066954,[5810.397095525691]
39,238359.0389295017,262.5,452.36635035865453,[5509.64950784621]
40,100097.92317986181,264.0,440.7418664286565,[5760.128863097235]
41,430725.23485684104,277.5,488.775810189978,[10513.399440700648]
42,208469.00922850208,280.5,513.571147020073,[7062.052865522723]
43,160284.95472072338,285.0,515.4099836324808,[13768.694743062082]
44,165351.12668687533,286.0,353.0467999655895,[4569.395714080647]
45,340297.6077777702,289.0,393.69735051701184,[7263.590219844143]
46,347956.23025367025,292.0,603.9665655193858,[7909.8555852454965]
47,242448.2927215915,296.0,490.8807423602896,[8765.931658069607]
48,255076.7669451268,306.0,538.2608145140399,[6909.971443871143]
49,210725.61931298475,309.5,502.9516503694855,[6560.611238340365]
50,389976.61565027345,311.0,598.24680296768,[8862.682790713183]
51,85779.38520743175,321.0,411.9475916563958,[5661.182633748939]
52,302448.6325230946,325.0,320.9288060681885,[4162.891175700358]
53,338249.0514138995,327.5,350.8718210111702,[4513.065373137006]
54,29343.004171398174,331.5,649.8338276054872,[9160.264082250138]
55,388393.0755230981,335.5,300.95291311063727,[3913.6712863899374]
56,380363.30674966105,337.5,520.0793295173178,[6611.242594488789]
57,72728.77876639758,343.5,381.93221432608294,[4961.392933150273]
