Cutoff,downstream_distance,time,radius,cutlen,,,
0,299160.1792,6.5,238.3145246,2603.368427,,388.5055917,5550.547412
1,129343.912,10,365.290684,4255.219221,,,
2,321619.9406,11,302.8252411,3354.47525,,,
3,273220.476,30.5,546.0776814,6756.225591,,,
4,190904.8799,44.5,369.1334717,4355.256424,,,
5,71708.20644,45,381.1049653,4605.761894,,,
6,282744.8914,48.5,405.2909545,4405.040398,,,
7,344446.0796,50,482.2364769,6106.317128,,,
8,330002.8677,50.5,262.6405189,2903.964091,,,
9,265822.1234,53,517.4749799,7457.657737,,,
10,294945.7338,56,267.2731905,7957.215199,,,
11,207284.9858,64.5,338.917645,4756.793561,,,
12,8096.277956,65,385.5949216,4556.24882,,,
13,231505.0078,92,449.7355381,5406.08103,,,
14,309162.2401,93.5,409.8075293,4505.619613,,,
15,182465.4407,100,356.7403998,3604.608557,,,
16,365907.8218,100.5,394.7474567,4355.429821,,,
17,172343.4407,103.5,307.7777687,10012.76142,,,
18,31070.02102,106,409.1708467,5356.61045,,,
19,283808.6137,126.5,460.0866107,5206.613514,,,
20,260026.291,140,285.6246358,3104.176224,,,
21,123659.3733,151,457.7648805,5606.197852,,,
22,251472.0269,156.5,515.9206464,6306.493405,,,
23,116351.3942,160,535.1281225,6807.546272,,,
24,41782.20493,161,343.5344743,3955.435336,,,
25,8851.914793,164.5,227.6722138,2252.488992,,,
26,347248.8581,165,573.0811572,10110.45655,,,
27,31521.44992,175.5,240.7993122,2452.994981,,,
28,131557.274,187,427.318625,13412.983,,,
29,299242.21,196.5,289.54129,2954.08642,,,
30,365453.0532,197,382.2705967,4606.315765,,,
31,49034.73256,210.5,324.8973557,3805.16018,,,
32,290403.2798,211,440.0532551,4906.469068,,,
33,192613.8346,213,315.0987516,6906.790347,,,
34,69852.85849,216,317.1117774,3354.291897,,,
35,147375.1305,225,344.1094968,3905.310307,,,
36,175641.3231,241.5,336.8925233,3604.683008,,,
37,317253.1119,243,376.8285023,4054.853397,,,
38,222825.9212,260,363.0298584,3954.605839,,,
39,364286.0767,297,371.4569417,4155.249358,,,
40,61952.72405,301,573.8167796,6506.114815,,,
41,143928.4507,304,662.1390255,8858.089957,,,
42,345027.4247,317,561.418368,6556.575241,,,
43,369960.1766,322,444.1242527,8108.333705,,,
44,129012.059,346,394.1410958,4004.744863,,,
45,281599.7387,348,601.7892714,8456.940101,,,
46,228760.8396,353,479.0950614,5606.17275,,,
47,263854.9504,358,283.1482548,3154.625945,,,
48,272969.1029,359.5,402.8943568,4356.090075,,,
49,59659.07547,361,277.2098968,2954.121412,,,
50,206436.178,363.5,262.819509,2803.727101,,,
51,11710.55801,376,277.1606295,2954.046368,,,
52,88068.3719,385,274.6271632,3204.186792,,,
53,297719.5869,389.5,266.2889829,3004.38092,,,
54,274235.3253,399.5,420.3023573,4805.299162,,,
55,251011.4338,423.5,373.5379515,13613.16583,,,
56,235648.8206,434,332.8543633,4155.395849,,,
57,187565.4141,435.5,592.3611955,9357.934467,,,
58,285841.637,443.5,556.4678794,6755.943625,,,
59,42084.64357,452.5,384.1344498,5356.739477,,,
60,321785.0511,492.5,366.500401,3854.693689,,,
61,238314.8112,497,247.8285467,9207.153087,,,
62,113550.3158,511.5,461.2065133,8708.106649,,,
63,46535.52048,518,306.6071138,13562.092,,,
64,179683.0097,521,420.5777456,4705.615467,,,
65,342813.4296,522.5,415.2615336,4705.358716,,,
66,157252.4227,527,307.0848457,3204.350545,,,
67,255923.4018,539.5,450.600255,5655.951661,,,
68,280764.4685,550.5,552.5507843,6856.470487,,,
69,8255.266826,554,485.8019445,5706.367017,,,
70,157346.213,574.5,369.2032389,4255.505377,,,
71,169451.1198,580.5,394.3321605,4305.331907,,,
72,275037.6459,582,289.9865423,3304.523546,,,
73,337204.5416,587,561.1366418,11360.7913,,,
74,245061.5563,597,338.524091,4105.219058,,,
75,176401.3322,598,420.9206089,6007.574851,,,
76,82629.84436,608.5,438.9225997,5206.131782,,,
77,46489.70441,613,212.86827,2102.145072,,,
78,65150.38445,620,405.2827148,5356.717365,,,
79,148426.7142,623.5,636.4433711,7857.060418,,,
80,255894.6995,626,280.5636,3104.431421,,,
81,188606.9514,635,435.4137826,5155.812465,,,
82,366395.3049,649,449.474504,5005.714459,,,
83,181209.9606,656.5,349.7178982,3504.529427,,,
84,322345.0002,667,361.3836436,4455.989428,,,
85,399020.7028,675.5,390.9680493,4555.587399,,,
86,407281.4781,677.5,307.3617897,7506.302601,,,
87,141875.0713,681,428.6709645,4755.312351,,,
88,340766.5661,686.5,249.1106733,14765.84613,,,
89,64911.77967,687,220.5990189,8859.099056,,,
90,149233.8336,690.5,260.8117419,4602.303463,,,
91,204573.455,701,544.4045268,6757.436327,,,
92,308141.7571,706.5,285.2155582,3254.717381,,,
93,335096.1526,707,447.9194571,5507.076848,,,
94,13706.56701,725,355.5213066,13315.15538,,,
95,146774.2198,727.5,250.3147675,2703.554235,,,
96,249769.7594,736.5,374.7099776,3954.790914,,,
97,237299.2708,739,314.2735398,3554.945536,,,
98,352425.4446,744,438.3608355,5607.152932,,,
99,296783.914,751,363.8725175,4506.388912,,,
100,126312.9402,755.5,497.9856337,6657.208631,,,
101,49537.54721,762,393.4010503,4805.879697,,,
102,226594.8258,765.5,297.3810702,3204.216951,,,
103,281452.9777,766,500.6828866,7809.223244,,,
104,268736.041,779.5,302.0859053,4006.034924,,,
105,227669.7378,788.5,480.971114,6207.387797,,,
106,86478.28557,823.5,422.0177601,6408.029967,,,
107,367770.4463,826,570.2256208,7256.689416,,,
108,112566.6492,826.5,277.2170418,19121.12927,,,
109,103947.0475,831.5,352.378312,3958.088583,,,
110,237372.4863,836.5,268.9802562,3104.683315,,,
111,77020.69777,847.5,403.3254538,4355.468701,,,
112,158080.6068,851,300.5619831,3455.078436,,,
113,21811.49877,859.5,541.067506,7258.820854,,,
114,185717.8245,869.5,382.8926663,4706.974845,,,
115,344541.9146,873.5,350.4247312,3805.248188,,,
116,43531.50965,889,327.0745715,3454.861022,,,
117,252711.4343,891,344.8191764,5157.197024,,,
118,281213.7013,892,273.3782997,2904.281129,,,
119,239709.3903,893.5,394.6098761,6207.064661,,,
120,161898.6187,897,301.4800037,3355.111647,,,
121,152785.1431,911.5,427.2255787,5257.374364,,,
122,308028.5234,918.5,374.5470711,4005.422853,,,
123,336581.532,931,296.3609028,3254.407169,,,
124,14748.82618,954.5,271.4239319,7907.974931,,,
125,275329.8578,955,412.1792089,4755.829821,,,
126,265287.7514,966.5,463.2951897,5606.546422,,,
127,323802.1895,974,566.1383634,7859.116045,,,
128,235177.2958,977.5,277.6367794,3054.572973,,,
129,197587.9172,980,336.1494622,3805.554739,,,
130,337358.1568,996.5,410.6536652,4705.940343,,,
131,156268.1418,997,496.0686976,5657.213122,,,
132,108350.5403,999.5,257.7547359,2653.903075,,,
133,381813.5938,1044.5,441.0449173,5006.105194,,,
134,200331.9301,1054.5,307.6905251,3404.797476,,,
135,243224.5194,1063,370.0643185,4406.275445,,,
136,340157.6252,1067,467.2287575,6057.198401,,,
137,55238.69673,1067.5,389.3427022,4556.062798,,,
138,324203.1373,1073.5,483.3033747,5706.694534,,,
139,136364.4339,1084,369.8099672,4505.983392,,,
140,296125.4466,1086.5,391.8417238,4355.934802,,,
141,62591.68476,1091,394.6204312,4505.688266,,,
142,48180.21268,1097,270.6103252,3054.397995,,,
143,179099.8177,1121.5,305.3317555,3755.695585,,,
144,298599.3975,1133,377.7455349,3504.496945,,,
145,279604.992,1142,451.2279245,5406.314278,,,
146,135018.7944,1147.5,223.0392314,9309.524992,,,
147,98670.01604,1155,325.9724761,3805.066286,,,
148,248122.5185,1157,216.2006278,2252.523265,,,
149,192216.2609,1184.5,214.9560928,2352.616014,,,
150,132662.2023,1190.5,378.8262539,4455.741559,,,
151,93276.27857,1219.5,421.3347467,4955.736543,,,
152,154175.9357,1222.5,331.2448431,7606.988301,,,
153,360771.5901,1240,291.2455325,3004.014421,,,
154,28966.42401,1247.5,683.0941046,14611.28245,,,
155,398482.8115,1248.5,445.753234,5105.918392,,,
156,357258.141,1252,392.1713408,4355.929107,,,
157,175309.7873,1260.5,212.6038198,2152.173193,,,
158,368130.2331,1267.5,380.2123653,4355.76744,,,
159,298569.3134,1287.5,558.4412324,8407.175942,,,
160,401689.5653,1294,493.2544305,6205.956564,,,
161,330206.7578,1298,367.4853841,14613.94545,,,
162,217204.1341,1305,307.0196412,3454.901363,,,
163,20558.07739,1315,424.9992494,4655.358119,,,
164,176208.3686,1319.5,390.7874156,4655.561706,,,
165,43482.78005,1320,284.4233299,3154.482986,,,
166,370852.9228,1322.5,283.375253,9860.506645,,,
167,328278.8472,1329,245.028817,8156.902625,,,
168,51428.83297,1338,385.0796556,4104.624475,,,
169,394493.7665,1339.5,360.5155783,4155.319904,,,
170,223788.9375,1340.5,348.6704173,7106.850835,,,
171,314617.2531,1345,378.4292047,4004.724108,,,
172,138959.2516,1361.5,301.0973532,3204.158957,,,
173,123853.1473,1366.5,344.5608389,3855.188417,,,
174,321512.0556,1367,478.7825383,5356.038782,,,
175,252313.1932,1371,269.036916,11411.50413,,,
176,203527.4342,1373,700.7940562,9308.465599,,,
177,223291.0592,1375,515.2921205,8158.894386,,,
178,74016.26422,1375.5,331.4678425,18220.47029,,,
179,270352.3261,1385.5,273.6694758,2954.222142,,,
180,26014.66464,1396.5,414.2000851,4906.506709,,,
181,238510.0899,1421.5,405.7065922,16419.43984,,,
182,303458.9589,1431,240.1224517,2653.495775,,,
183,170412.9505,1433.5,268.9503974,8859.393167,,,
184,264508.9063,1434,342.3676095,3705.669947,,,
185,210100.5103,1435,261.0959962,5455.177928,,,
186,243354.807,1448,455.541179,5055.438504,,,
187,64850.0114,1454,249.7715692,2653.497878,,,
188,293994.4614,1476.5,501.5622665,5605.682221,,,
189,130065.9647,1490.5,370.9301338,4105.348635,,,
190,317764.73,1496.5,281.5480463,3104.394066,,,
191,347100.5246,1507,395.2733552,4305.029703,,,
192,180365.6041,1514,341.4715791,3654.801899,,,
193,117648.6132,1529.5,559.4339469,6906.488261,,,
194,210334.8092,1534.5,270.8553079,3004.003693,,,
195,36581.35656,1541,741.9866455,10909.95098,,,
196,190268.9484,1557.5,282.5290837,3354.565824,,,
197,56344.65929,1575,309.4782,3604.708718,,,
198,282061.5815,1575.5,239.9724526,2303.103073,,,
199,33224.62241,1576.5,258.8341156,3004.219776,,,
200,26967.97542,1583,346.791229,3905.112101,,,
201,111043.7631,1586,301.4653527,3404.914395,,,
202,294240.6833,1598,329.8748045,3354.254959,,,
203,128994.9333,1617.5,350.1594785,3554.689371,,,
204,312597.6929,1637.5,378.7109267,4255.236598,,,
205,164732.411,1640,623.9607268,8958.116092,,,
206,380886.7402,1647,441.4213299,5155.60501,,,
207,332614.7436,1647.5,412.3598858,4605.811294,,,
208,88925.04383,1650.5,476.2297759,10110.12061,,,
209,336634.0264,1651.5,418.655156,4806.075632,,,
210,381472.5869,1654,400.6805684,5358.486024,,,
211,187375.4417,1658,302.7991885,6207.839719,,,
212,347029.9026,1663.5,393.3436666,4555.918978,,,
213,182859.0008,1699,451.6501852,4505.377395,,,
214,244793.7835,1699.5,339.6390992,4055.611865,,,
215,407077.3486,1720.5,235.7841408,2302.794937,,,
216,296730.2572,1730.5,473.6096579,5606.147786,,,
217,340814.7887,1764.5,234.0529942,2352.817609,,,
218,135118.5789,1769,245.9145787,2553.314703,,,
219,251948.1685,1770.5,391.1797282,4254.697472,,,
220,412313.8193,1773,318.3521989,7807.581919,,,
221,69249.07808,1781,303.8907577,3304.203748,,,
222,366795.6982,1797.5,282.8398026,3304.315051,,,
223,150811.1628,1800.5,404.9274036,4404.746938,,,
224,140261.5349,1801.5,387.9709837,4806.282461,,,
225,385961.2155,1802,292.2502772,3054.180435,,,
226,39570.74155,1807,355.6884987,4406.157964,,,
227,300591.8691,1822,425.3845284,4955.421558,,,
228,180523.2586,1835,550.722934,7055.884675,,,
229,9547.833079,1849,911.9841713,12258.59453,,,
230,21609.66325,1872.5,390.7643465,4204.550611,,,
231,177524.4563,1875.5,418.427141,4604.556455,,,
232,281398.7949,1876,510.1913026,7057.251798,,,
233,374276.4436,1881,310.8579253,3705.015186,,,
234,359591.6305,1885,238.4383852,7605.331053,,,
235,401664.6603,1896.5,369.6302181,3904.36311,,,
236,331541.9909,1900.5,236.470336,2503.073325,,,
237,208403.825,1906,499.0583737,6756.292645,,,
238,295997.9328,1926.5,210.9320709,2051.735482,,,
239,169990.6911,1935,663.8758516,11008.73057,,,
240,255659.516,1961,604.9122987,7656.352127,,,
241,55096.12509,1971.5,512.4310022,6856.790203,,,
242,94079.147,1972.5,607.2727965,7656.307652,,,
243,190759.0785,1976.5,449.3316538,5405.60059,,,
244,383733.9398,1980,331.4179272,9208.333317,,,
245,161291.8669,1987.5,306.769573,3705.241581,,,
246,48339.2712,1989,584.3398956,7006.260272,,,
247,265465.9506,1995.5,343.3076001,4105.015007,,,
248,33726.07498,1996.5,255.716698,2904.007555,,,
249,189611.3284,1999,334.5792816,3805.260532,,,
250,221844.6023,2000.5,394.9113694,4505.505257,,,
251,58291.37345,2008,358.8568196,16865.74502,,,
252,224499.1225,2009,309.0066883,3605.6392,,,
253,136222.5741,2012,262.6224785,3104.358252,,,
254,36374.27968,2034,339.7984081,5706.115867,,,
255,362741.5078,2041,266.5740312,2853.583231,,,
256,372841.148,2043.5,338.6021516,3704.476585,,,
257,299740.7932,2044.5,478.0569258,5605.774199,,,
258,102274.5806,2053,674.9615272,9357.706337,,,
259,413241.8617,2061,670.1553866,7857.196216,,,
260,107339.389,2064.5,565.3021071,6856.936945,,,
261,89764.45156,2075.5,422.038502,13761.76927,,,
262,327026.5774,2079.5,686.185546,9157.354334,,,
263,183940.7843,2080,394.9509731,10310.86954,,,
264,284947.9356,2083,305.6939851,10559.51023,,,
265,113803.1625,2091.5,221.0189544,6455.306883,,,
266,306698.4948,2104,288.5945753,3103.922396,,,
267,29974.17295,2112,315.6270872,3654.676751,,,
268,385269.8054,2126.5,395.0337016,4455.187926,,,
269,145719.3172,2138.5,354.8839161,3804.715533,,,
270,383098.4194,2153,543.6948046,8107.320837,,,
271,265834.2005,2161.5,457.8975623,5105.376431,,,
272,199376.9887,2175,272.0144109,5853.74684,,,
273,254274.1614,2177,297.1958409,3354.398437,,,
274,174501.7627,2188,313.2336192,3354.225214,,,
275,55397.73803,2207,274.3793911,3204.329584,,,
276,385690.1869,2215.5,388.4091951,13715.26322,,,
277,80816.10199,2217,580.6767394,7306.888124,,,
278,176687.1663,2252.5,372.417198,4404.987748,,,
279,297239.7723,2259,579.5998227,6905.822224,,,
280,120351.5236,2260.5,394.4291704,4705.355212,,,
281,327173.0618,2271.5,578.9353558,7256.301505,,,
282,192117.499,2278,526.1079048,7656.718467,,,
283,112051.4894,2294.5,410.3186713,4105.232403,,,
284,56999.2149,2297,245.9358363,7404.085288,,,
285,338347.5706,2298,495.4142258,4905.787045,,,
286,36530.58208,2311,304.1716697,3254.138772,,,
287,311101.1674,2321,369.4272248,4455.199724,,,
288,289624.5906,2343,457.4220071,15911.6858,,,
289,68750.84214,2349,341.5139428,3754.537373,,,
290,335002.1419,2350,358.5858627,3905.309905,,,
291,132858.9256,2352,311.764627,6406.23661,,,
292,325061.5412,2352.5,287.0710035,3104.37374,,,
293,395172.8427,2353.5,299.2018193,3454.638799,,,
294,141113.5932,2355.5,475.1715247,5756.198132,,,
295,161176.5083,2367.5,272.9102821,3154.222908,,,
296,5002.058908,2371,508.3494656,10158.31278,,,
297,210567.3062,2372,469.7377618,5806.015364,,,
298,338087.3435,2379.5,399.9409597,4855.992253,,,
299,80764.45175,2385,465.5596645,5956.20621,,,
300,234110.3533,2391,543.8711611,6456.405809,,,
301,291147.5705,2394.5,270.7718474,3104.410364,,,
302,64296.12875,2396,422.626508,9209.203872,,,
303,337091.8023,2399,394.0190815,4806.17557,,,
304,389861.583,2422.5,427.4130088,4555.058409,,,
305,295671.0305,2442,274.3145666,2903.871992,,,
306,104280.9353,2451.5,449.9824255,5506.149777,,,
307,140460.3265,2456,622.3204201,7806.916349,,,
308,155683.4908,2457,317.4265787,3354.600554,,,
309,341632.699,2464,238.6878389,2553.098043,,,
310,160969.0956,2471.5,389.1301555,4105.047558,,,
311,108436.3868,2485,223.0475691,9958.472725,,,
312,127501.4542,2486,311.8232859,3254.308379,,,
313,83962.88151,2497,280.3201372,2903.789364,,,
314,354914.0951,2516.5,322.376676,14213.46351,,,
315,389011.6711,2517.5,261.4348846,2753.751137,,,
316,332925.1948,2522.5,285.6480269,3254.610381,,,
317,109328.8807,2537.5,277.485082,3154.188664,,,
318,163424.8318,2548,390.2935384,8508.171108,,,
319,85808.89994,2560,424.6302864,4705.016899,,,
320,37118.13714,2592,349.6793781,4004.803022,,,
321,55783.63076,2595,431.2764464,6756.940528,,,
322,88811.37126,2653.5,289.2199483,2953.94179,,,
323,224511.1646,2655,395.8611718,11511.58453,,,
324,369389.3579,2658.5,213.4168776,2101.761872,,,
325,156070.2069,2661.5,318.3883172,3654.546167,,,
326,357334.4227,2663,350.6052833,3754.417503,,,
327,271326.9688,2663.5,491.5062371,5555.706566,,,
328,414999.4705,2667,514.8064973,6606.214358,,,
329,182048.8119,2669,434.9461413,5205.73174,,,
330,298647.1717,2670,459.2309303,5705.904216,,,
331,141957.6484,2671,332.5023248,3554.326708,,,
332,383012.2041,2687,295.5041066,3404.335385,,,
333,339925.2244,2688.5,462.4859534,5705.730594,,,
334,175781.8647,2703,216.4681335,7954.312041,,,
335,353831.6776,2706,289.3881514,3053.976931,,,
336,109949.4698,2706.5,355.3501465,4406.217801,,,
337,42327.99883,2728.5,265.5983199,2803.242807,,,
338,443109.885,2742.5,492.357185,5755.623789,,,
339,371434.1967,2743.5,524.7861126,6855.387956,,,
340,7802.193629,2749,359.6600273,4305.082898,,,
341,292013.5803,2758.5,534.7381416,6405.264857,,,
342,402532.4876,2764.5,537.0820995,6706.14657,,,
343,8600.922488,2765,408.0596216,10008.49928,,,
344,18004.54942,2776,895.0030627,9908.200249,,,
345,198792.4914,2776.5,641.2807797,7557.611932,,,
346,239498.7666,2783,498.8762242,5755.671514,,,
347,63952.53149,2783.5,426.8700472,5006.418138,,,
348,37717.85313,2790,372.7310099,4505.985472,,,
349,44220.83953,2797,497.3549612,6006.301633,,,
350,291723.8748,2805.5,391.9147119,4555.216029,,,
351,58972.71106,2811.5,328.4930868,3805.023124,,,
352,23454.56491,2819.5,435.791931,8708.119343,,,
353,82010.13418,2820,300.7064042,3454.768331,,,
354,330951.8151,2868,360.4083106,3904.371921,,,
355,343797.965,2876,280.4261137,3204.441939,,,
356,221916.8675,2882,467.8174007,15061.54707,,,
357,342037.4303,2884,367.3803502,3455.839406,,,
358,279414.154,2884.5,368.3235637,4055.211258,,,
359,174538.1863,2896,393.4873548,4254.76819,,,
360,271533.9308,2896.5,526.0987086,6707.330222,,,
361,391110.6099,2907.5,432.8676561,4604.808382,,,
362,197606.2065,2909,582.5698668,7506.334253,,,
363,99169.11599,2910.5,424.4846646,5055.556668,,,
364,110435.7064,2913,393.7705579,4956.077537,,,
365,394621.3673,2915.5,442.1198333,5306.581441,,,
366,361312.3766,2928,425.4942185,4855.508112,,,
367,151782.8514,2932,339.1404072,3805.119166,,,
368,301218.0871,2941,358.657595,4555.839565,,,
369,43481.21982,2953,310.603278,3254.474193,,,
370,132607.8312,2959.5,386.0763225,4355.255509,,,
371,88018.38987,2977.5,325.102868,10158.86735,,,
372,137392.0515,2978,515.2254359,6406.794625,,,
373,122606.6407,2995.5,518.7269827,6757.448135,,,
374,363618.9604,3003,378.6245026,4455.589463,,,
375,189711.5446,3006.5,362.1004999,3805.210729,,,
376,282560.052,3015.5,587.6348415,7908.329717,,,
377,417373.9867,3033,294.1061055,3153.995675,,,
378,214629.3199,3035,430.4297102,5055.434197,,,
379,408752.9811,3044.5,666.054792,8207.288173,,,
380,298524.8289,3048.5,328.6801801,3855.210488,,,
381,357669.7109,3049.5,507.3460495,6807.12935,,,
382,242616.7458,3055.5,434.3572732,7207.91673,,,
383,390801.1595,3061,468.0158496,5205.286707,,,
384,260419.0689,3061.5,328.7579038,3905.528731,,,
385,299479.6378,3067,297.1790487,10459.60595,,,
386,90234.15969,3085,388.0049524,4555.752344,,,
387,82981.56782,3094,501.1106617,6006.900615,,,
388,38739.53095,3095,288.8752539,3254.651187,,,
389,329814.2767,3098.5,286.7653644,3154.296872,,,
390,284927.3891,3107.5,416.8729021,4155.069209,,,
391,307577.0929,3111.5,583.9333934,9559.439095,,,
392,202733.8244,3131.5,473.0958429,6857.589504,,,
393,348107.4578,3145,407.0935403,4205.252367,,,
394,191638.3636,3157,396.1979481,4505.752388,,,
395,52652.08608,3165,463.8568879,5406.250188,,,
396,316743.0091,3167.5,388.6389484,3203.971484,,,
397,351404.5127,3180.5,374.1837921,4255.145792,,,
