Cutoff,downstream_distance,time,radius,cutlen
0,23617.77787,11.5,385.9149722,4305.558047
1,92138.88041,18,701.54097,10507.91358
2,41389.59597,21.5,432.4320726,5106.137742
3,229076.6456,22.5,563.6597642,6706.582576
4,173971.2686,23.5,536.6531382,6306.469357
5,184775.4226,33,579.376603,8509.14539
6,46741.63843,41.5,238.1426637,2653.959476
7,223094.5914,43.5,248.4943936,4905.182361
8,204558.8317,67.5,238.7169392,2503.642873
9,342063.3929,74,525.6417167,6156.584078
10,147466.9345,74.5,374.1903002,4206.174111
11,173831.5714,91.5,360.0697601,4055.67997
12,162721.2947,109.5,357.6151587,3806.051876
13,112819.3388,110.5,374.9502903,4155.477416
14,77077.533,115,268.4240591,2904.34695
15,232396.8477,119.5,270.8321946,2904.583403
16,282914.9887,125,438.2278694,4755.272091
17,10960.54774,129.5,262.0937063,2804.262137
18,66817.51321,146,650.0736196,8408.011568
19,206622.1948,149,394.4751629,4105.968698
20,83490.96559,158,384.0889328,4555.807299
21,408055.703,163,509.0972194,5605.756908
22,127780.356,170,530.6946556,5505.48276
23,184595.9393,178.5,325.1682403,3605.308094
24,104357.5131,186,340.017521,3554.900309
25,303495.7776,189.5,498.6568387,6757.891976
26,94443.85385,200,423.4329741,4805.776545
27,317980.627,201,348.5994134,10962.32491
28,36537.36522,205,576.5214632,6256.466998
29,92210.24169,207,577.5248256,5812.116625
30,307990.1667,221,306.2406309,7959.767183
31,354352.494,222,305.9385036,3605.198959
32,30127.17987,232.5,386.7305164,4155.591155
33,58165.71647,235.5,335.2289539,4056.28585
34,52354.70731,241,375.4976317,4358.243162
35,128789.1078,242,573.0442432,8058.317432
36,383365.6784,253.5,262.2395467,3004.891974
37,215670.1928,255,532.5252323,6206.198923
38,168178.9025,257.5,331.4876389,3455.110433
39,206909.8198,275.5,347.0314786,3905.955313
40,149548.6634,278.5,306.7208633,3355.178779
41,156359.0287,280.5,250.2960605,2854.625989
42,161202.2117,292.5,410.1770374,10558.65966
43,193592.9655,304.5,422.2881532,5156.09975
44,93537.8196,309.5,359.8433702,3905.113719
45,315315.5097,320.5,292.8027751,10761.67565
46,375982.9292,321.5,453.8287558,5957.083693
47,107210.5459,328.5,260.0753756,2754.506398
48,358630.0116,339,421.6331799,5155.955745
49,244580.1481,344,284.9736642,3104.775644
50,309790.9155,352,358.1371051,4256.348218
51,283613.7371,359.5,525.253097,7007.331345
52,297403.8473,384,199.2323702,1901.878367
53,206718.5873,385.5,327.3499662,3655.515332
54,116820.0433,388,327.6078403,3404.806575
55,76679.18824,399.5,349.8603385,5007.752113
56,234269.9788,411,244.6873463,2703.804843
57,200897.5515,412,427.0963217,6507.254464
58,185874.821,419.5,284.6649599,3304.943126
59,48297.19105,422.5,346.2234284,3654.964819
60,234251.1893,424.5,480.9568843,7560.308956
61,132288.3306,426.5,389.6329442,4706.321924
62,60159.88929,429,329.8815965,4105.887312
63,41992.78143,433.5,323.6040615,3655.937608
64,376531.6127,435.5,401.1971587,4357.104563
65,66317.84082,443.5,382.642886,4105.296356
66,407293.7465,444.5,330.9656861,9159.866548
67,211857.9567,446.5,341.4193518,3705.09151
68,153086.8888,460,421.0821212,5005.810104
69,264086.2076,462,316.8715422,3454.797241
70,111849.2373,469.5,555.9971422,5155.914618
71,135632.5464,474.5,392.5613008,11260.74025
72,222296.3885,479.5,386.6616424,4356.14113
73,332943.6432,499,370.730103,3804.913872
74,178972.2984,503.5,502.5913109,5906.793491
75,394538.2237,506,332.6094409,8060.191913
76,289710.9821,515.5,325.8273469,34332.24279
77,261697.7851,531.5,244.6454011,2756.051903
78,174067.2028,544.5,490.6247501,7958.460901
79,18668.04287,550.5,405.5065981,5256.827776
80,404375.3677,559,596.7173951,8257.159442
81,231101.6011,561,412.077224,5455.81058
82,55858.51294,584,252.1683454,2854.529299
83,364787.2661,585,437.9830974,4855.572165
84,57505.32055,594.5,303.0230067,8808.556808
85,146796.8118,595,348.6034528,3805.791045
86,416279.2077,603,473.7190729,9109.343361
87,85352.29645,604,567.3954268,7857.483305
88,75121.96514,612,258.8006191,7817.216258
89,280951.0466,614,559.5081629,7507.949836
90,324621.7835,619.5,843.6620491,17564.81619
91,120682.2976,626.5,315.9376934,3355.802092
92,243765.5569,629.5,213.294964,2202.905062
93,199048.3122,643,501.7269442,5906.643625
94,173226.9548,645,259.15121,2804.473315
95,356479.1384,649.5,400.6499043,4355.787593
96,93079.12081,652,436.0719416,5757.293045
97,96551.60925,654.5,479.9680619,5910.379792
98,52143.69462,657.5,373.8892097,4105.95462
99,153836.735,675,419.387532,4605.591207
100,132620.2592,690,508.1410677,7408.110226
101,109546.4234,693.5,481.9101578,5706.841426
102,300954.5037,695,282.9187638,2954.819793
103,186562.7846,697.5,282.5722015,7458.241246
104,325678.8585,713.5,356.6270782,3955.566204
105,390936.5013,716.5,346.19778,4055.945862
106,401045.7861,717,295.7845678,6007.104211
107,184972.6906,720.5,299.426362,3307.14158
108,202482.7122,731,356.3906682,4005.690276
109,11632.39735,735,375.6824737,15367.56124
110,67773.90483,742.5,344.3172438,7658.81689
111,262507.1011,758,355.2162286,20223.23559
112,230167.4427,759.5,460.1558773,5156.514894
113,112102.974,762,284.3876021,3355.519622
114,127669.9989,775,313.5515154,3555.732592
115,209993.8801,786,431.7609537,5206.445295
116,300148.7648,797.5,521.9068538,9109.73544
117,4581.808968,800,623.6834995,7908.130665
118,135575.6187,810,468.7670975,5656.514483
119,10802.27808,811,469.7489508,5908.776697
120,344763.5224,823,357.3153475,3755.572865
121,101948.7959,830,479.9641892,5506.547157
122,38623.92211,835.5,292.3636372,3305.426129
123,110334.6207,876.5,233.5276514,2653.907956
124,368488.8572,883,358.2514771,4206.182224
125,296504.3495,889,636.1673919,10359.66968
126,308936.6032,890.5,278.7580665,3006.305888
127,356033.9817,891,433.5304774,4906.438059
128,256793.8591,899,309.6075324,6106.21063
129,135816.8791,900,275.24931,2904.303084
130,214811.1151,902,311.8517209,13563.05765
131,353458.9474,907,238.0137681,2556.898481
132,6035.809747,917,285.8509171,3505.74009
133,145072.3471,926.5,310.0941689,3254.785769
134,392821.5544,941.5,384.820962,4506.145718
135,124093.6782,944,342.1512212,4606.792037
136,199434.2113,944.5,340.9409868,3956.195741
137,391745.5294,947.5,414.2888102,4914.646423
138,156889.0301,951.5,345.3985159,4206.057822
139,239458.7706,954.5,524.9612471,6156.633861
140,44021.48781,955.5,516.8591445,7607.944573
141,127620.5662,960,398.4290692,4707.063115
142,183466.4877,970,547.2977036,6556.593374
143,193345.8841,972.5,630.0798123,6957.463362
144,211281.5952,979,337.2978568,3956.126735
145,358330.4004,983.5,376.9231938,5257.485277
146,48874.50239,995,332.9432773,9606.811184
147,306984.9519,995.5,441.9547996,4906.770143
148,166060.7249,1000.5,443.1943041,9659.843709
149,12143.81398,1008.5,384.1557184,4355.578359
150,314050.3017,1012,426.399203,5507.372671
151,354607.3599,1018,540.6336094,7358.106206
152,194695.7732,1025.5,461.9463285,5706.897955
153,122418.4507,1027,378.3743815,6508.977361
154,341606.7192,1037.5,300.9324445,6356.518047
155,66750.11753,1067.5,495.8287336,8007.473485
156,144728.0551,1068,530.2492639,6207.345238
157,374477.5759,1071.5,301.2251527,2954.77592
158,205533.1458,1073.5,243.1045583,2503.686908
159,84883.70394,1075.5,555.2252249,6706.863209
160,108405.1347,1076,328.5285987,7009.161565
161,374548.8734,1076.5,451.8484796,5214.58983
162,316609.8581,1089,476.9745883,5557.542873
163,8392.832235,1092.5,323.3573155,3806.423676
164,175773.4483,1094,343.9182426,3605.108099
165,261529.6924,1098,346.7565516,4006.128522
166,98747.67081,1099.5,519.5749043,6257.794297
167,292434.1571,1114.5,327.5652045,3555.229946
168,346441.5343,1117,350.3751016,5107.082991
169,353097.7751,1118.5,314.34286,3255.611494
170,132676.2327,1125.5,329.6308782,3605.848175
171,117945.0546,1126.5,310.1601595,3555.773437
172,132448.6322,1127,264.5348455,5967.51656
173,270286.715,1131,412.222708,4455.719877
174,186593.7206,1146.5,286.1608286,2854.689881
175,22507.37165,1150.5,812.1618641,12860.52647
176,44348.90329,1166.5,256.3358342,2654.315679
177,116768.2117,1168.5,383.9556622,4256.045708
178,222627.6078,1181,490.6019632,8309.520921
179,175234.8473,1186,415.8114079,4957.476496
180,243399.7223,1187.5,675.0199643,9108.424824
181,293904.9462,1197,495.6291436,6057.009417
182,160061.1918,1216.5,321.9258261,3505.464285
183,320922.3678,1219.5,370.6248015,4806.988748
184,14107.52312,1232,430.4881479,4756.26452
185,42499.25048,1242.5,435.035398,4756.00687
186,181087.8981,1260.5,443.3958942,5406.667244
187,61559.63566,1263.5,537.9849941,5956.700786
188,227016.517,1271,432.9512126,5256.819625
189,269692.9564,1276,296.2926745,3455.687698
190,11053.68695,1277,282.5068484,3004.812576
191,336092.8908,1298,313.1963613,3355.031879
192,312579.248,1300.5,275.2258498,3055.080495
193,208959.5694,1303,378.9774492,4856.772177
194,377695.65,1305.5,324.1527078,3455.002434
195,49139.84765,1309.5,214.3140359,2253.116773
196,378097.0598,1315.5,317.0979693,3811.541649
197,13703.46586,1320.5,280.4676422,6006.545768
198,349307.6172,1328.5,239.6516147,2553.790091
199,150752.0587,1332,439.3035899,4405.746568
