Cutoff,downstream_distance,time,radius,cutlen,,,
0,276372.4478,8,542.185022,8760.188697,,396.5621678,5738.766785
1,131141.766,13,432.5221457,5209.623959,,,
2,113825.7045,16.5,695.6752717,9561.045914,,,
3,366942.4974,22.5,447.0856248,7012.007087,,,
4,26336.3005,27.5,344.4895476,3609.308978,,,
5,337756.0377,29.5,382.0575322,3608.349044,,,
6,383421.6577,32.5,347.6912086,3558.983074,,,
7,80484.74335,33.5,405.5039548,4459.447397,,,
8,213643.0743,40.5,251.2089751,5062.747872,,,
9,49721.58171,43,410.9811401,4559.785545,,,
10,226196.9009,53,317.0251302,9770.998044,,,
11,299392.299,53.5,305.6192431,6162.60613,,,
12,189698.5645,73,266.895185,16078.81337,,,
13,21074.09252,75,439.8209393,4709.030846,,,
14,42048.70118,86.5,599.844134,7658.885221,,,
15,196023.0327,88,422.3550502,5060.475405,,,
16,70712.05351,98,334.6518484,3609.282447,,,
17,373689.4653,111,425.0098987,5160.141151,,,
18,173126.9072,113,391.3338128,4459.709926,,,
19,260624.8269,120,547.581917,13115.38606,,,
20,394358.6921,120.5,403.9263824,5260.431446,,,
21,141587.8209,122,384.7535195,4159.358733,,,
22,245977.0158,127.5,442.6396101,5210.377439,,,
23,250944.4486,130.5,426.2032351,4560.264353,,,
24,383766.1033,137.5,337.5884267,3809.628825,,,
25,186842.2342,139,325.6686173,23785.89026,,,
26,268448.2526,141,348.9766611,3709.761132,,,
27,59950.32266,146,566.6800154,6810.247784,,,
28,141344.2958,154.5,510.0016415,6209.72812,,,
29,120241.7474,158,408.7624684,4959.900551,,,
30,56687.67364,161,329.8218252,3810.531679,,,
31,347826.3049,171,273.9304253,14366.24822,,,
32,262840.0527,172,635.0049273,8759.584747,,,
33,67561.35769,174.5,436.0961266,4909.20507,,,
34,156375.7623,179,593.1704525,8261.981633,,,
35,227532.9333,186,565.6464923,6658.814923,,,
36,127858.6788,190,393.9790827,4610.242377,,,
37,15516.15265,192,436.0486195,5310.144665,,,
38,80193.51074,198,267.9312413,3159.838382,,,
39,87254.63758,199.5,453.9676336,5359.995725,,,
40,378864.9208,201.5,659.3987839,7960.216011,,,
41,282048.8958,209,380.2680944,14173.73495,,,
42,38596.87927,213,333.4585916,11669.54251,,,
43,32340.61212,216.5,413.2412671,4865.00433,,,
44,184270.9141,221.5,363.1596216,4360.861606,,,
45,26123.83154,225.5,377.3378242,4361.502416,,,
46,55136.75277,228.5,303.5395235,12074.09822,,,
