Cutoff,downstream_distance,time,radius,cutlen,cllen
0,80065.98878648429,12.0,478.6849499763785,5959.377871791077,199794.9087805469
1,44620.96266608349,13.5,613.820090497816,7459.089350104396,194806.39612896557
2,134757.7327897354,15.25,620.6110301888116,7558.590509276748,190156.98154321656
3,4654.000909830051,17.75,587.5676070005131,7612.264694598664,186867.15757798371
4,168160.4365568539,26.0,324.44921389365913,3510.378551632048,195266.2746533683
5,149977.76210809403,27.25,435.051728078332,5511.221520691242,191864.5326274406
6,75936.80167343437,31.0,315.2468569563517,3611.097935120136,193751.7766501487
7,108804.00633831508,35.75,390.4318601714368,4461.967671410622,196219.67476749234
8,78887.24151098123,37.5,228.90468650203363,2461.0052433982387,196481.72162223005
9,24283.80387582921,51.5,500.00206003447744,7712.823502216789,206372.4140520395
10,126037.4911783952,52.75,366.5863977129195,9866.472337207128,198713.1668480526
11,175242.76280760858,58.75,264.8528677769101,3010.4768541332005,204486.88511898395
12,67314.92737730235,61.25,461.2889096562004,5659.689589397788,202467.03391114902
13,83155.52956424087,65.0,395.2287310052499,12764.17878684511,195225.49304458578
14,37213.379021114226,65.75,448.97901823155985,5309.78392787017,191472.38437965774
15,22985.535210526246,70.0,233.2084060895707,17256.01902420237,180936.1619205044
16,166621.90483040368,76.5,589.9905912643133,8261.157539726473,181954.49283605244
17,140295.16126262033,78.5,358.9091728849885,4361.034969358538,180856.25612054684
18,175490.93701761498,82.75,564.3309300885364,7761.103550149137,179353.64441453846
19,34126.55167742139,83.0,472.16440825493675,5815.511643587661,169053.19822623202
20,55247.24992174961,96.5,389.53775057747924,4260.4055598963105,182531.54818581408
21,144343.26608003172,98.5,272.05604407719346,2809.260776052512,182621.6794064371
22,7860.899452637971,99.0,524.1018283092703,8713.94422806507,174973.89300502907
23,91244.91741626145,102.5,225.18808772548093,24391.942471258648,149964.5739389149
24,8164.4642908807,109.5,255.39036220413,2665.22767502598,158133.63419835462
25,29862.137491958398,110.0,374.3930027012026,4060.569192930003,155148.89202772465
26,132833.0718940829,112.25,296.72434401939216,3561.3434582244304,154983.5979819959
27,151771.24830375335,115.0,408.38877282679306,4260.598947623146,154584.28945347172
28,73721.84050776795,126.5,404.5992112484058,4760.913911178385,163274.7638635385
29,77050.55099836823,131.0,407.10950775104317,11864.403721486531,157139.44190204353
30,103012.78487777109,135.0,418.06397443651196,4559.615273802394,158115.7911789784
31,151440.10084716047,140.75,559.6069191894063,6510.12587631739,159214.6178213553
32,133546.0848298595,156.0,355.65926559618424,3961.208576591715,174437.38485046054
