Cutoff,downstream_distance,time,radius,cutlen,,,
0,90011.9948,10,601.8517834,7605.727589,,389.4717467,5652.195525
1,92666.99888,14.5,423.9699581,4707.796946,,,
2,137061.6068,23.5,481.4504501,6005.865296,,,
3,210461.6143,28.5,602.3983842,12758.43777,,,
4,258914.8101,31.5,497.5017141,8405.986234,,,
5,235395.8595,38.5,270.5799902,3003.844999,,,
6,61646.76279,44.5,491.9340367,4905.031205,,,
7,397832.3628,64,634.0446899,6906.75551,,,
8,156514.7803,75,286.5482143,3053.645495,,,
9,460248.3267,90.5,414.2235363,4955.092196,,,
10,20313.02748,92.5,374.6106984,4004.265119,,,
11,135354.4475,95,578.881428,7455.98952,,,
12,401588.7235,100.5,407.2013232,4955.414307,,,
13,59397.05598,104,295.1311723,3304.349447,,,
14,415246.2076,109,249.6692556,2703.217461,,,
15,183352.6867,111,556.4114158,6355.837505,,,
16,348420.9687,116,498.7625491,5755.155731,,,
17,196917.7711,119.5,299.858085,10558.17727,,,
18,172790.1696,127,480.1600446,4605.219244,,,
19,365761.2075,134.5,545.3174539,6405.999839,,,
20,326981.1489,154,525.7914742,6856.927965,,,
21,77156.88228,155,324.003563,11459.32747,,,
22,75218.53933,161,208.3298095,5256.082338,,,
23,291459.3669,164.5,280.102816,10558.09101,,,
24,9504.887464,178,363.3495357,4455.407715,,,
25,241397.5271,193.5,698.8489716,7006.521622,,,
26,94027.01116,200.5,507.376089,5855.79796,,,
27,161493.4474,209.5,332.6823816,3855.072733,,,
28,271029.8838,217,489.2891362,6256.586593,,,
29,281699.3406,223.5,292.7594153,8406.580918,,,
30,210743.6548,224.5,249.6867754,2503.136583,,,
31,220129.5155,244.5,630.7515869,8256.447111,,,
32,400459.611,245.5,438.1361173,5055.614428,,,
33,115603.9236,252.5,449.997901,5105.550345,,,
34,226556.612,255,509.7702851,6206.466812,,,
35,377873.3259,257,270.5994365,2904.142884,,,
36,356435.0296,260,382.0401729,10311.02922,,,
37,74469.85833,262.5,312.0349279,3655.057734,,,
38,97445.71051,269.5,325.5273189,3504.712001,,,
39,138975.2829,283,321.5365188,3655.249825,,,
40,314192.7922,287.5,522.3501548,6806.899379,,,
41,27921.66476,293.5,345.8876545,4105.107326,,,
42,10406.03362,309.5,245.3499952,2603.12896,,,
43,70601.7183,323,256.7520326,2853.639044,,,
44,181537.2723,325,427.4143862,9007.388451,,,
45,173484.0028,335,478.2588978,5707.341583,,,
46,34574.81605,336.5,572.261623,7857.413192,,,
47,245467.2698,340,462.9341725,5355.491133,,,
48,200570.0921,351.5,574.0298624,6406.722189,,,
49,285388.5458,357,298.1317082,15563.335,,,
50,286905.3206,376,333.3987172,3555.364473,,,
51,231435.5493,378.5,357.6313554,4105.507617,,,
52,222181.724,387,331.8823626,3053.981471,,,
53,72059.55817,393,271.8712543,2853.648637,,,
54,402881.3966,403,411.6998633,4504.876272,,,
55,102692.3783,406.5,363.7276364,3504.506749,,,
56,286642.886,423,319.3381611,3554.591379,,,
57,306992.9918,425,379.8553586,4304.992313,,,
58,20713.92233,433.5,295.2904524,9660.530409,,,
59,147672.1032,443.5,624.4902842,8456.991682,,,
60,266330.8279,446,505.9123941,5905.693691,,,
61,75811.8089,447.5,382.0879406,4104.706461,,,
62,153090.0497,449.5,339.7823715,4007.548177,,,
63,318966.5506,466,428.1453271,5105.727283,,,
64,341933.1659,468,376.6772886,4455.280307,,,
65,123270.9763,468.5,763.1233995,11911.52573,,,
66,230383.2796,469.5,404.9207926,4255.356099,,,
67,163620.6738,470,438.878849,4506.103171,,,
68,32728.17372,481,338.4069559,3604.754276,,,
69,367120.0088,483,482.6768536,11861.10378,,,
70,340588.4625,484.5,250.1474456,2755.200853,,,
71,299015.13,501,660.004548,9458.944262,,,
72,47593.12164,502.5,564.2682872,7557.755236,,,
73,368303.0086,521,368.2240991,4305.762072,,,
74,134722.1811,522.5,255.8147084,2853.950392,,,
75,87632.42267,541.5,590.8894448,7157.167575,,,
76,171906.3036,560.5,369.7636945,3754.84286,,,
77,71317.6215,583.5,294.5050215,3054.153559,,,
78,352107.6983,584,301.0494408,3405.022454,,,
79,236701.0304,598,236.023603,17415.73151,,,
80,189608.3008,607,337.6612218,3654.433475,,,
81,253971.6674,610,362.1424855,4355.663564,,,
82,20515.40812,620,282.5514972,12711.64611,,,
83,387787.1888,622,317.825768,3705.151583,,,
84,385252.1832,625.5,270.947317,3009.547774,,,
85,209588.6177,638,359.6710719,4205.224162,,,
86,97933.95193,639,422.7571225,5006.449941,,,
87,279538.5948,665.5,315.0196202,3554.66311,,,
88,114146.7588,667,467.3117211,5705.938132,,,
89,78117.66966,671.5,309.8776312,3604.819268,,,
90,150421.9782,672,300.4615259,3505.486703,,,
91,317753.9552,673.5,356.0678593,9459.647623,,,
92,302709.468,675.5,361.4570954,3658.898369,,,
93,320674.8479,681,579.8130929,7408.183138,,,
94,265022.4923,681.5,610.0856006,8258.590502,,,
95,320263.4632,684.5,356.3377777,4063.254894,,,
96,310027.8379,692,395.53639,4305.942883,,,
97,92889.16805,694,451.2278631,4556.329512,,,
98,138526.434,709,409.5028072,5505.800977,,,
99,242317.865,711.5,337.9220195,3955.236153,,,
100,229004.4879,721.5,244.7486148,2653.499709,,,
101,178247.1504,744.5,425.4425808,4655.078135,,,
102,160938.018,745.5,471.7082144,6206.859796,,,
103,257117.2972,754,292.7224272,3103.912335,,,
104,33980.24236,764,426.1835179,4805.283446,,,
105,214332.8559,773.5,290.7583236,3053.926035,,,
106,337308.1858,776.5,484.3082963,6257.674223,,,
107,284253.5502,779.5,434.098894,5156.049213,,,
108,80520.41029,822,276.7824111,3054.02667,,,
109,174060.4238,826.5,261.5753526,2703.502324,,,
110,51842.21674,830.5,500.3315815,5655.339055,,,
111,87776.54514,852,293.1034912,3154.154246,,,
112,73614.31922,863.5,199.2481072,10709.05119,,,
113,314429.4161,872,522.443627,6156.262253,,,
114,27426.47152,872.5,470.9011122,4605.728331,,,
115,99636.74789,873.5,281.8374023,3054.150506,,,
116,10157.02149,888.5,396.9389274,14664.55394,,,
117,327025.6906,904.5,337.8698895,3554.742202,,,
118,336569.656,907,408.4697978,4455.557954,,,
119,285302.0417,912,262.5038891,3003.972114,,,
120,83616.19681,916,221.3421409,8955.22166,,,
121,135095.996,916.5,296.1602443,3254.760792,,,
122,169881.2443,932,391.4855516,4505.351829,,,
123,314672.089,946.5,330.0238659,3604.709993,,,
124,348310.2456,954,318.9556918,10111.8398,,,
125,167099.4225,970,462.7022646,4555.580147,,,
126,223787.2552,973,539.0333801,6455.957075,,,
127,223949.5268,976.5,182.3931317,5106.664957,,,
128,387307.6058,978,225.1479899,6003.286359,,,
129,133708.8955,986,300.7847054,3254.300754,,,
130,152975.2284,1004,268.1556907,2803.832118,,,
131,282292.2971,1005.5,437.1495521,4805.333938,,,
132,112642.3724,1019,422.409925,4905.463715,,,
133,191655.428,1027,847.4275122,10908.45786,,,
134,120749.6308,1044.5,483.7807109,9708.384486,,,
135,287605.9716,1046,357.3765394,4205.245464,,,
136,206020.9716,1060.5,374.6424156,4154.900431,,,
137,277835.0153,1079,646.6468774,7556.309607,,,
138,247457.1924,1095,534.1264354,6355.820787,,,
139,97388.43804,1101,594.677988,7256.481244,,,
140,268140.3801,1114,391.7565603,4555.338697,,,
141,415552.1379,1114.5,338.836763,14514.00175,,,
142,350329.6341,1115,367.5441744,3953.349427,,,
143,352544.0177,1116,308.417212,3659.088752,,,
144,174905.3264,1150,607.2792614,8407.76286,,,
145,344678.2483,1162,344.5045629,3604.500401,,,
146,112107.9562,1162.5,417.7455559,4455.257056,,,
147,399923.9486,1164,423.2038557,5456.656661,,,
148,333131.7762,1169,360.0339188,4105.369168,,,
149,352091.1901,1171,229.5483804,13060.39414,,,
150,34778.91569,1179,498.433969,5905.73251,,,
151,28225.93768,1207.5,359.1383626,4455.993539,,,
152,149944.2,1210,324.8873599,3404.22768,,,
153,80018.96985,1215.5,430.4911114,5306.158921,,,
154,320341.0938,1223.5,283.6253275,2953.753731,,,
155,108741.1285,1232,350.5858397,3805.082418,,,
156,122757.3491,1234.5,363.8161634,3854.874428,,,
157,198833.4813,1236.5,357.3985065,4105.571355,,,
158,248168.2486,1246,400.5375819,5056.663578,,,
159,186582.1978,1246.5,333.0181036,3605.044393,,,
160,156572.2346,1249.5,287.5887678,18863.60666,,,
161,7352.735119,1261.5,546.3334566,7107.565918,,,
162,214246.6709,1271.5,685.8793337,9958.682309,,,
163,170697.3075,1279.5,208.4093549,7255.089018,,,
164,81221.42493,1285.5,216.7420491,2102.164816,,,
165,325031.8492,1293.5,328.6562825,3905.43813,,,
166,319764.0425,1304.5,422.3293006,6207.76196,,,
167,35727.14884,1317,351.0041878,4055.437246,,,
168,214674.2042,1324.5,345.6684968,3954.884101,,,
169,357890.419,1327.5,352.8416674,5756.780007,,,
170,132209.2862,1329.5,432.1959129,4455.218351,,,
171,244756.2973,1331.5,485.032723,5505.570748,,,
172,17760.17262,1335,473.4828025,5505.466869,,,
173,361547.276,1340.5,355.3440654,4457.065811,,,
174,143463.2498,1345,426.9435283,5206.097601,,,
175,45233.39656,1346.5,585.7944476,7006.589832,,,
176,261369.3894,1347,539.9305873,4956.414396,,,
177,128207.8013,1356,544.6633561,7257.067656,,,
178,242176.6136,1359.5,334.0572783,3905.756259,,,
179,78012.22191,1363.5,433.6832383,5456.59392,,,
180,282959.5565,1366.5,474.7261991,6856.623256,,,
181,100891.0754,1390.5,481.421995,5256.530926,,,
